Block,GISJOIN,FIPS,ADI_NATRANK,ADI_STATERNK
139638,G35000100001071,350010001071,26,1
139639,G35000100001072,350010001072,32,1
139640,G35000100001081,350010001081,42,2
139641,G35000100001082,350010001082,43,2
139642,G35000100001091,350010001091,45,3
139643,G35000100001092,350010001092,41,2
139644,G35000100001101,350010001101,58,4
139645,G35000100001102,350010001102,51,3
139646,G35000100001103,350010001103,45,3
139647,G35000100001111,350010001111,43,2
139648,G35000100001112,350010001112,42,2
139649,G35000100001121,350010001121,42,2
139650,G35000100001122,350010001122,26,1
139651,G35000100001131,350010001131,50,3
139652,G35000100001132,350010001132,54,3
139653,G35000100001141,350010001141,67,5
139654,G35000100001142,350010001142,65,5
139655,G35000100001151,350010001151,63,5
139656,G35000100001152,350010001152,63,5
139657,G35000100001153,350010001153,63,5
139658,G35000100001161,350010001161,38,2
139659,G35000100001162,350010001162,53,3
139660,G35000100001171,350010001171,48,3
139661,G35000100001172,350010001172,45,3
139662,G35000100001181,350010001181,43,2
139663,G35000100001182,350010001182,42,2
139664,G35000100001191,350010001191,29,1
139665,G35000100001192,350010001192,37,2
139666,G35000100001201,350010001201,68,5
139667,G35000100001202,350010001202,40,2
139668,G35000100001211,350010001211,67,5
139669,G35000100001212,350010001212,62,4
139670,G35000100001213,350010001213,69,6
139671,G35000100001214,350010001214,63,5
139672,G35000100001215,350010001215,64,5
139673,G35000100001221,350010001221,50,3
139674,G35000100001222,350010001222,51,3
139675,G35000100001223,350010001223,49,3
139676,G35000100001224,350010001224,55,4
139677,G35000100001231,350010001231,62,4
139678,G35000100001232,350010001232,63,5
139679,G35000100001233,350010001233,60,4
139680,G35000100001234,350010001234,60,4
139681,G35000100001235,350010001235,52,3
139682,G35000100001241,350010001241,75,6
139683,G35000100001242,350010001242,74,6
139684,G35000100001243,350010001243,47,3
139685,G35000100001244,350010001244,66,5
139686,G35000100001251,350010001251,22,1
139687,G35000100001252,350010001252,34,2
139688,G35000100001253,350010001253,26,1
139689,G35000100001261,350010001261,55,4
139690,G35000100001262,350010001262,52,3
139691,G35000100001271,350010001271,63,5
139692,G35000100001272,350010001272,60,4
139693,G35000100001273,350010001273,56,4
139694,G35000100001281,350010001281,75,6
139695,G35000100001282,350010001282,77,7
139696,G35000100001283,350010001283,69,6
139697,G35000100001284,350010001284,74,6
139698,G35000100001291,350010001291,69,6
139699,G35000100001292,350010001292,61,4
139700,G35000100001293,350010001293,64,5
139701,G35000100002031,350010002031,54,3
139702,G35000100002032,350010002032,60,4
139703,G35000100002041,350010002041,60,4
139704,G35000100002042,350010002042,63,5
139705,G35000100002051,350010002051,68,5
139706,G35000100002052,350010002052,61,4
139707,G35000100002053,350010002053,60,4
139708,G35000100002054,350010002054,90,9
139709,G35000100002061,350010002061,61,4
139710,G35000100002062,350010002062,53,3
139711,G35000100002071,350010002071,58,4
139712,G35000100002072,350010002072,75,6
139713,G35000100002073,350010002073,59,4
139714,G35000100002081,350010002081,73,6
139715,G35000100002082,350010002082,76,7
139716,G35000100002083,350010002083,73,6
139717,G35000100003001,350010003001,40,2
139718,G35000100003002,350010003002,24,1
139719,G35000100003003,350010003003,31,1
139720,G35000100003004,350010003004,38,2
139721,G35000100003005,350010003005,35,2
139722,G35000100003006,350010003006,29,1
139723,G35000100004011,350010004011,63,5
139724,G35000100004012,350010004012,40,2
139725,G35000100004013,350010004013,28,1
139726,G35000100004021,350010004021,48,3
139727,G35000100004022,350010004022,40,2
139728,G35000100004023,350010004023,41,2
139729,G35000100004024,350010004024,30,1
139730,G35000100005011,350010005011,68,5
139731,G35000100005012,350010005012,80,7
139732,G35000100005031,350010005031,39,2
139733,G35000100005032,350010005032,61,4
139734,G35000100005041,350010005041,38,2
139735,G35000100006011,350010006011,49,3
139736,G35000100006012,350010006012,50,3
139737,G35000100006013,350010006013,53,3
139738,G35000100006014,350010006014,61,4
139739,G35000100006031,350010006031,79,7
139740,G35000100006032,350010006032,91,9
139741,G35000100006051,350010006051,76,7
139742,G35000100006052,350010006052,76,7
139743,G35000100006053,350010006053,76,7
139744,G35000100006054,350010006054,76,7
139745,G35000100006055,350010006055,76,7
139746,G35000100007041,350010007041,73,6
139747,G35000100007042,350010007042,62,4
139748,G35000100007043,350010007043,65,5
139749,G35000100007111,350010007111,43,2
139750,G35000100007112,350010007112,37,2
139751,G35000100007113,350010007113,37,2
139752,G35000100007121,350010007121,68,5
139753,G35000100007122,350010007122,71,6
139754,G35000100007131,350010007131,97,10
139755,G35000100007132,350010007132,97,10
139756,G35000100007133,350010007133,97,10
139757,G35000100007134,350010007134,97,10
139758,G35000100007141,350010007141,57,4
139759,G35000100007142,350010007142,58,4
139760,G35000100007143,350010007143,65,5
139761,G35000100007144,350010007144,53,3
139762,G35000100007151,350010007151,100,10
139763,G35000100007161,350010007161,72,6
139764,G35000100007162,350010007162,72,6
139765,G35000100007163,350010007163,72,6
139766,G35000100007164,350010007164,72,6
139767,G35000100007171,350010007171,87,8
139768,G35000100007181,350010007181,68,5
139769,G35000100007182,350010007182,62,4
139770,G35000100007183,350010007183,72,6
139771,G35000100007191,350010007191,28,1
139772,G35000100007201,350010007201,55,4
139773,G35000100007202,350010007202,28,1
139774,G35000100007203,350010007203,24,1
139775,G35000100009041,350010009041,75,6
139776,G35000100009042,350010009042,74,6
139777,G35000100009051,350010009051,82,7
139778,G35000100009061,350010009061,64,5
139779,G35000100009062,350010009062,67,5
139780,G35000100009063,350010009063,64,5
139781,G35000100009071,350010009071,97,10
139782,G35000100009072,350010009072,97,10
139783,G35000100009073,350010009073,97,10
139784,G35000100009081,350010009081,86,8
139785,G35000100009082,350010009082,90,9
139786,G35000100009083,350010009083,91,9
139787,G35000100009084,350010009084,90,9
139788,G35000100011011,350010011011,47,3
139789,G35000100011012,350010011012,39,2
139790,G35000100011013,350010011013,48,3
139791,G35000100011021,350010011021,42,2
139792,G35000100011022,350010011022,43,2
139793,G35000100011023,350010011023,47,3
139794,G35000100012011,350010012011,63,5
139795,G35000100012012,350010012012,63,5
139796,G35000100012013,350010012013,63,5
139797,G35000100012014,350010012014,63,5
139798,G35000100012021,350010012021,74,6
139799,G35000100012022,350010012022,75,6
139800,G35000100013001,350010013001,85,8
139801,G35000100013002,350010013002,86,8
139802,G35000100013003,350010013003,86,8
139803,G35000100013004,350010013004,86,8
139804,G35000100014001,350010014001,70,6
139805,G35000100014002,350010014002,73,6
139806,G35000100015001,350010015001,66,5
139807,G35000100015002,350010015002,69,6
139808,G35000100017011,350010017011,31,1
139809,G35000100017012,350010017012,30,1
139810,G35000100017021,350010017021,62,4
139811,G35000100017022,350010017022,63,5
139812,G35000100017023,350010017023,60,4
139813,G35000100018001,350010018001,38,2
139814,G35000100018002,350010018002, , 
139815,G35000100020001,350010020001,79,7
139816,G35000100020002,350010020002,83,8
139817,G35000100021001,350010021001,79,7
139818,G35000100022001,350010022001,52,3
139819,G35000100022002,350010022002,71,6
139820,G35000100022003,350010022003,32,1
139821,G35000100023011,350010023011,83,8
139822,G35000100023012,350010023012,69,6
139823,G35000100023021,350010023021,87,8
139824,G35000100023022,350010023022,74,6
139825,G35000100023031,350010023031,74,6
139826,G35000100023032,350010023032,75,6
139827,G35000100024011,350010024011,59,4
139828,G35000100024012,350010024012,72,6
139829,G35000100024013,350010024013,74,6
139830,G35000100024031,350010024031,85,8
139831,G35000100024032,350010024032,87,8
139832,G35000100024033,350010024033,83,8
139833,G35000100024041,350010024041,83,8
139834,G35000100024042,350010024042,76,7
139835,G35000100024043,350010024043,73,6
139836,G35000100027001,350010027001,68,5
139837,G35000100027002,350010027002,56,4
139838,G35000100029001,350010029001,67,5
139839,G35000100029002,350010029002,73,6
139840,G35000100029003,350010029003,67,5
139841,G35000100030011,350010030011,28,1
139842,G35000100030012,350010030012,63,5
139843,G35000100030013,350010030013,47,3
139844,G35000100030014,350010030014,50,3
139845,G35000100030021,350010030021,25,1
139846,G35000100030022,350010030022,36,2
139847,G35000100031001,350010031001,34,2
139848,G35000100031002,350010031002,26,1
139849,G35000100032011,350010032011,66,5
139850,G35000100032012,350010032012,66,5
139851,G35000100032021,350010032021,66,5
139852,G35000100032022,350010032022,59,4
139853,G35000100032023,350010032023,70,6
139854,G35000100032024,350010032024, , 
139855,G35000100034001,350010034001,62,5
139856,G35000100034002,350010034002,62,5
139857,G35000100034003,350010034003,64,5
139858,G35000100035011,350010035011,41,2
139859,G35000100035012,350010035012,42,2
139860,G35000100035013,350010035013,52,3
139861,G35000100035021,350010035021,19,1
139862,G35000100035022,350010035022,16,1
139863,G35000100035023,350010035023,17,1
139864,G35000100035024,350010035024,44,3
139865,G35000100036001,350010036001,46,3
139866,G35000100036002,350010036002,42,2
139867,G35000100036003,350010036003,53,3
139868,G35000100036004,350010036004,39,2
139869,G35000100037071,350010037071,19,1
139870,G35000100037072,350010037072,40,2
139871,G35000100037073,350010037073,43,2
139872,G35000100037121,350010037121,42,2
139873,G35000100037122,350010037122,45,3
139874,G35000100037123,350010037123,43,2
139875,G35000100037124,350010037124,38,2
139876,G35000100037151,350010037151,36,2
139877,G35000100037152,350010037152,43,2
139878,G35000100037153,350010037153,37,2
139879,G35000100037154,350010037154,26,1
139880,G35000100037171,350010037171,41,2
139881,G35000100037172,350010037172,32,1
139882,G35000100037173,350010037173,41,2
139883,G35000100037174,350010037174,35,2
139884,G35000100037181,350010037181,47,3
139885,G35000100037182,350010037182,48,3
139886,G35000100037191,350010037191,59,4
139887,G35000100037192,350010037192,48,3
139888,G35000100037193,350010037193,39,2
139889,G35000100037221,350010037221,32,1
139890,G35000100037222,350010037222,24,1
139891,G35000100037223,350010037223,28,1
139892,G35000100037231,350010037231,62,5
139893,G35000100037232,350010037232,54,3
139894,G35000100037233,350010037233,54,3
139895,G35000100037234,350010037234,60,4
139896,G35000100037235,350010037235,63,5
139897,G35000100037241,350010037241,37,2
139898,G35000100037242,350010037242,51,3
139899,G35000100037251,350010037251,38,2
139900,G35000100037252,350010037252,63,5
139901,G35000100037253,350010037253,53,3
139902,G35000100037261,350010037261,9,1
139903,G35000100037262,350010037262,12,1
139904,G35000100037281,350010037281,42,2
139905,G35000100037282,350010037282,51,3
139906,G35000100037283,350010037283,49,3
139907,G35000100037291,350010037291,11,1
139908,G35000100037292,350010037292,18,1
139909,G35000100037301,350010037301,23,1
139910,G35000100037302,350010037302,23,1
139911,G35000100037303,350010037303,19,1
139912,G35000100037311,350010037311,7,1
139913,G35000100037312,350010037312,8,1
139914,G35000100037331,350010037331,97,10
139915,G35000100037332,350010037332,94,9
139916,G35000100037361,350010037361,86,8
139917,G35000100037371,350010037371,29,1
139918,G35000100037372,350010037372,19,1
139919,G35000100037381,350010037381,42,2
139920,G35000100037382,350010037382,42,2
139921,G35000100037383,350010037383,42,2
139922,G35000100037384,350010037384,42,2
139923,G35000100037391,350010037391,40,2
139924,G35000100037401,350010037401,62,5
139925,G35000100037402,350010037402,65,5
139926,G35000100037403,350010037403,65,5
139927,G35000100037411,350010037411,8,1
139928,G35000100037412,350010037412,10,1
139929,G35000100037413,350010037413, , 
139930,G35000100037421,350010037421, , 
139931,G35000100037422,350010037422,19,1
139932,G35000100037423,350010037423,22,1
139933,G35000100037424,350010037424,13,1
139934,G35000100037431,350010037431,19,1
139935,G35000100037432,350010037432,21,1
139936,G35000100037433,350010037433,23,1
139937,G35000100037441,350010037441,4,1
139938,G35000100037451,350010037451,62,5
139939,G35000100037461,350010037461,31,1
139940,G35000100037462,350010037462,44,3
139941,G35000100037463,350010037463,51,3
139942,G35000100038031,350010038031,40,2
139943,G35000100038032,350010038032,12,1
139944,G35000100038041,350010038041,28,1
139945,G35000100038042,350010038042,45,3
139946,G35000100038043,350010038043,35,2
139947,G35000100038044,350010038044,33,2
139948,G35000100038051,350010038051,44,3
139949,G35000100038052,350010038052,45,3
139950,G35000100038061,350010038061,27,1
139951,G35000100038062,350010038062,35,2
139952,G35000100038071,350010038071,50,3
139953,G35000100038072,350010038072,50,3
139954,G35000100038073,350010038073,50,3
139955,G35000100040011,350010040011,49,3
139956,G35000100040012,350010040012,86,8
139957,G35000100040013,350010040013,55,4
139958,G35000100040014,350010040014,60,4
139959,G35000100043001,350010043001,79,7
139960,G35000100043002,350010043002,82,7
139961,G35000100043003,350010043003,68,5
139962,G35000100043004,350010043004,80,7
139963,G35000100044011,350010044011,83,8
139964,G35000100044012,350010044012,84,8
139965,G35000100044021,350010044021,56,4
139966,G35000100044022,350010044022,70,6
139967,G35000100045011,350010045011,88,8
139968,G35000100045012,350010045012,88,8
139969,G35000100045021,350010045021,78,7
139970,G35000100045022,350010045022,79,7
139971,G35000100046021,350010046021,52,3
139972,G35000100046022,350010046022,48,3
139973,G35000100046031,350010046031,70,6
139974,G35000100046032,350010046032,72,6
139975,G35000100046033,350010046033,70,6
139976,G35000100046041,350010046041,59,4
139977,G35000100046042,350010046042,68,5
139978,G35000100047121,350010047121,71,6
139979,G35000100047122,350010047122,71,6
139980,G35000100047123,350010047123,70,6
139981,G35000100047131,350010047131,72,6
139982,G35000100047132,350010047132,72,6
139983,G35000100047133,350010047133,72,6
139984,G35000100047151,350010047151,77,7
139985,G35000100047152,350010047152,81,7
139986,G35000100047161,350010047161,29,1
139987,G35000100047162,350010047162,17,1
139988,G35000100047201,350010047201,54,4
139989,G35000100047202,350010047202,47,3
139990,G35000100047221,350010047221,52,3
139991,G35000100047222,350010047222,57,4
139992,G35000100047223,350010047223,51,3
139993,G35000100047231,350010047231,39,2
139994,G35000100047232,350010047232,38,2
139995,G35000100047233,350010047233,44,3
139996,G35000100047234,350010047234,41,2
139997,G35000100047241,350010047241,43,2
139998,G35000100047242,350010047242,53,3
139999,G35000100047251,350010047251,39,2
140000,G35000100047252,350010047252,62,5
140001,G35000100047261,350010047261,59,4
140002,G35000100047271,350010047271,54,4
140003,G35000100047272,350010047272,57,4
140004,G35000100047281,350010047281,44,3
140005,G35000100047282,350010047282,42,2
140006,G35000100047283,350010047283,47,3
140007,G35000100047284,350010047284,50,3
140008,G35000100047291,350010047291,26,1
140009,G35000100047292,350010047292,58,4
140010,G35000100047331,350010047331,77,7
140011,G35000100047332,350010047332,70,6
140012,G35000100047333,350010047333,74,6
140013,G35000100047334,350010047334,79,7
140014,G35000100047341,350010047341,89,8
140015,G35000100047342,350010047342,64,5
140016,G35000100047343,350010047343,80,7
140017,G35000100047344,350010047344,76,7
140018,G35000100047351,350010047351,79,7
140019,G35000100047352,350010047352,79,7
140020,G35000100047361,350010047361,99,10
140021,G35000100047371,350010047371,63,5
140022,G35000100047372,350010047372,61,4
140023,G35000100047373,350010047373,63,5
140024,G35000100047381,350010047381,70,6
140025,G35000100047382,350010047382,65,5
140026,G35000100047383,350010047383,72,6
140027,G35000100047391,350010047391,75,6
140028,G35000100047392,350010047392,64,5
140029,G35000100047393,350010047393,73,6
140030,G35000100047394,350010047394,97,10
140031,G35000100047421,350010047421,63,5
140032,G35000100047422,350010047422,64,5
140033,G35000100047423,350010047423,65,5
140034,G35000100047431,350010047431,53,3
140035,G35000100047432,350010047432,49,3
140036,G35000100047441,350010047441,41,2
140037,G35000100047442,350010047442,38,2
140038,G35000100047443,350010047443,28,1
140039,G35000100047451,350010047451,41,2
140040,G35000100047452,350010047452,29,1
140041,G35000100047453,350010047453,44,3
140042,G35000100047471,350010047471,59,4
140043,G35000100047472,350010047472,73,6
140044,G35000100047473,350010047473,56,4
140045,G35000100047491,350010047491,78,7
140046,G35000100047492,350010047492,79,7
140047,G35000100047493,350010047493,74,6
140048,G35000100047501,350010047501,58,4
140049,G35000100047502,350010047502,60,4
140050,G35000100047503,350010047503,53,3
140051,G35000100047504,350010047504,55,4
140052,G35000100047521,350010047521,42,2
140053,G35000100047522,350010047522,37,2
140054,G35000100047523,350010047523,40,2
140055,G35000100047531,350010047531,34,2
140056,G35000100047532,350010047532,8,1
140057,G35000100047541,350010047541,51,3
140058,G35000100047542,350010047542,67,5
140059,G35000100047551,350010047551,50,3
140060,G35000100047552,350010047552,42,2
140061,G35000100047561,350010047561,40,2
140062,G35000100047571,350010047571,56,4
140063,G35000100047572,350010047572,46,3
140064,G35000100047573,350010047573,36,2
140065,G35000100047581,350010047581,50,3
140066,G35000100047582,350010047582,51,3
140067,G35000100047591,350010047591,65,5
140068,G35000100047592,350010047592,55,4
140069,G35000100047601,350010047601,71,6
140070,G35000100047602,350010047602,71,6
140071,G35000100047611,350010047611,55,4
140072,G35000100047621,350010047621,74,6
140073,G35000100047622,350010047622,77,7
140074,G35000100047623,350010047623,76,7
140075,G35000100047624,350010047624,70,6
140076,G35000100047631,350010047631,39,2
140077,G35000100047632,350010047632,62,5
140078,G35000100047641,350010047641,47,3
140079,G35000100047642,350010047642,48,3
140080,G35000100048001,350010048001,61,4
140081,G35000100048002,350010048002,53,3
140082,G35000100048003,350010048003,48,3
140083,G35000100049001,350010049001,36,2
140084,G35000100049002,350010049002,37,2
140085,G35000100049003,350010049003,36,2
140086,G35000109405001,350019405001,13,1
140087,G35000109405002,350019405002,16,1
140088,G35000109406011,350019406011,42,2
140089,G35000109406012,350019406012,42,2
140090,G35000109406013,350019406013,24,1
140091,G35000109406021,350019406021,65,5
140092,G35000109406022,350019406022,92,9
140093,G35000109407001,350019407001,90,9
140094,G35000109408001,350019408001, , 
140095,G35000109408002,350019408002, , 
140096,G35000109408003,350019408003, , 
140097,G35000109408004,350019408004, , 
140098,G35000109800001,350019800001,50,3
140099,G35000109800002,350019800002,52,3
140100,G35000109800003,350019800003,52,3
140101,G35000109800004,350019800004, , 
140102,G35000109803001,350019803001, , 
140103,G35000109805001,350019805001, , 
140104,G35000109806001,350019806001, , 
140105,G35000109806002,350019806002, , 
140106,G35000309764011,350039764011,87,8
140107,G35000309764012,350039764012,93,9
140108,G35000309764021,350039764021,62,5
140109,G35000309764022,350039764022,62,5
140110,G35000309764023,350039764023,64,5
140111,G35000500002011,350050002011,94,9
140112,G35000500002012,350050002012,79,7
140113,G35000500002013,350050002013,91,9
140114,G35000500002014,350050002014,94,9
140115,G35000500002021,350050002021,94,9
140116,G35000500002022,350050002022,91,9
140117,G35000500002023,350050002023,86,8
140118,G35000500003011,350050003011,86,8
140119,G35000500003012,350050003012,90,9
140120,G35000500003013,350050003013,86,8
140121,G35000500003021,350050003021,93,9
140122,G35000500003022,350050003022, , 
140123,G35000500004001,350050004001,97,10
140124,G35000500004002,350050004002,98,10
140125,G35000500004003,350050004003,99,10
140126,G35000500004004,350050004004,98,10
140127,G35000500005001,350050005001,98,10
140128,G35000500005002,350050005002,95,9
140129,G35000500006001,350050006001,92,9
140130,G35000500006002,350050006002,98,10
140131,G35000500006003,350050006003,99,10
140132,G35000500006004,350050006004,98,10
140133,G35000500006005,350050006005,97,10
140134,G35000500007001,350050007001,86,8
140135,G35000500007002,350050007002,75,6
140136,G35000500007003,350050007003,88,8
140137,G35000500007004,350050007004,88,8
140138,G35000500008001,350050008001,80,7
140139,G35000500008002,350050008002,80,7
140140,G35000500008003,350050008003,80,7
140141,G35000500008004,350050008004,80,7
140142,G35000500008005,350050008005,80,7
140143,G35000500009001,350050009001,47,3
140144,G35000500009002,350050009002,94,9
140145,G35000500010011,350050010011,44,3
140146,G35000500010012,350050010012,57,4
140147,G35000500010013,350050010013,60,4
140148,G35000500010021,350050010021,75,6
140149,G35000500010022,350050010022,41,2
140150,G35000500010023,350050010023,43,2
140151,G35000500011011,350050011011,93,9
140152,G35000500011012,350050011012,93,9
140153,G35000500011013,350050011013,93,9
140154,G35000500011014,350050011014,93,9
140155,G35000500011021,350050011021,47,3
140156,G35000500011022,350050011022,65,5
140157,G35000500011023,350050011023,49,3
140158,G35000500012001,350050012001,63,5
140159,G35000500012002,350050012002,63,5
140160,G35000500013001,350050013001,92,9
140161,G35000500013002,350050013002,92,9
140162,G35000500014001,350050014001,82,7
140163,G35000500014002,350050014002,90,9
140164,G35000609415001,350069415001,93,9
140165,G35000609458001,350069458001,96,10
140166,G35000609458002,350069458002,96,10
140167,G35000609461001,350069461001,100,10
140168,G35000609461002,350069461002,100,10
140169,G35000609461003,350069461003,100,10
140170,G35000609742011,350069742011,91,9
140171,G35000609742012,350069742012,88,8
140172,G35000609742013,350069742013,96,10
140173,G35000609742014,350069742014, , 
140174,G35000609742021,350069742021,89,8
140175,G35000609742022,350069742022,87,8
140176,G35000609742023,350069742023,86,8
140177,G35000609744011,350069744011,71,6
140178,G35000609744012,350069744012,68,5
140179,G35000609744021,350069744021,97,10
140180,G35000609744022,350069744022,95,9
140181,G35000609747011,350069747011, , 
140182,G35000609747012,350069747012,86,8
140183,G35000609747013,350069747013,82,7
140184,G35000609747014,350069747014,37,2
140185,G35000609747015,350069747015,79,7
140186,G35000609747021,350069747021,88,8
140187,G35000709505001,350079505001,91,9
140188,G35000709505002,350079505002,71,6
140189,G35000709505003,350079505003,99,10
140190,G35000709505004,350079505004,93,9
140191,G35000709505005,350079505005,73,6
140192,G35000709505006,350079505006,85,8
140193,G35000709506001,350079506001,81,7
140194,G35000709506002,350079506002,78,7
140195,G35000709506003,350079506003,92,9
140196,G35000709506004,350079506004,79,7
140197,G35000709506005,350079506005,86,8
140198,G35000709507001,350079507001,74,6
140199,G35000709507002,350079507002,92,9
140200,G35000709507003,350079507003,77,7
140201,G35000709507004,350079507004,82,7
140202,G35000709507005,350079507005,39,2
140203,G35000900001001,350090001001,98,10
140204,G35000900001002,350090001002,97,10
140205,G35000900001003,350090001003,97,10
140206,G35000900001004,350090001004,97,10
140207,G35000900001005,350090001005,100,10
140208,G35000900002011,350090002011,85,8
140209,G35000900002012,350090002012,69,6
140210,G35000900002013,350090002013,74,6
140211,G35000900002014,350090002014,79,7
140212,G35000900002021,350090002021,95,9
140213,G35000900002022,350090002022,94,9
140214,G35000900002023,350090002023,95,10
140215,G35000900002024,350090002024,94,9
140216,G35000900003031,350090003031,57,4
140217,G35000900003032,350090003032,65,5
140218,G35000900003033,350090003033,50,3
140219,G35000900003051,350090003051,95,10
140220,G35000900003052,350090003052,93,9
140221,G35000900003061,350090003061,86,8
140222,G35000900003062,350090003062,88,8
140223,G35000900003063,350090003063,82,7
140224,G35000900003064,350090003064,86,8
140225,G35000900003071,350090003071,45,3
140226,G35000900003072,350090003072,69,6
140227,G35000900003081,350090003081,50,3
140228,G35000900003082,350090003082,51,3
140229,G35000900004001,350090004001,100,10
140230,G35000900004002,350090004002,98,10
140231,G35000900004003,350090004003,94,9
140232,G35000900004004,350090004004,100,10
140233,G35000900005001,350090005001,89,8
140234,G35000900005002,350090005002,86,8
140235,G35000900006011,350090006011,54,4
140236,G35000900006012,350090006012,98,10
140237,G35000900006021,350090006021,52,3
140238,G35000900006022,350090006022,57,4
140239,G35000900006023,350090006023,52,3
140240,G35000900006031,350090006031,89,8
140241,G35000900006032,350090006032,47,3
140242,G35000900006033,350090006033,88,8
140243,G35000900006034,350090006034,89,8
140244,G35000900009001,350090009001, , 
140245,G35000900009002,350090009002,75,6
140246,G35001109601001,350119601001,81,7
140247,G35001109601002,350119601002,65,5
140248,G35001300001021,350130001021,73,6
140249,G35001300001022,350130001022,75,6
140250,G35001300001023,350130001023,87,8
140251,G35001300001024,350130001024,85,8
140252,G35001300001031,350130001031,86,8
140253,G35001300001032,350130001032,79,7
140254,G35001300001033,350130001033,82,7
140255,G35001300001041,350130001041,64,5
140256,G35001300001042,350130001042,72,6
140257,G35001300001043,350130001043,59,4
140258,G35001300002031,350130002031,49,3
140259,G35001300002032,350130002032,73,6
140260,G35001300002041,350130002041,66,5
140261,G35001300002042,350130002042,66,5
140262,G35001300002043,350130002043,66,5
140263,G35001300002051,350130002051,46,3
140264,G35001300002052,350130002052, , 
140265,G35001300002061,350130002061,81,7
140266,G35001300002062,350130002062,76,7
140267,G35001300003001,350130003001,85,8
140268,G35001300003002,350130003002,76,7
140269,G35001300003003,350130003003,76,7
140270,G35001300004011,350130004011,96,10
140271,G35001300004012,350130004012,89,8
140272,G35001300004013,350130004013,84,8
140273,G35001300004021,350130004021,84,8
140274,G35001300004022,350130004022,84,8
140275,G35001300004023,350130004023,84,8
140276,G35001300004024,350130004024,84,8
140277,G35001300004025,350130004025,84,8
140278,G35001300005001,350130005001,91,9
140279,G35001300005002,350130005002,91,9
140280,G35001300005003,350130005003,90,9
140281,G35001300006001,350130006001,93,9
140282,G35001300006002,350130006002,92,9
140283,G35001300006003,350130006003,91,9
140284,G35001300007001,350130007001,89,8
140285,G35001300007002,350130007002,89,8
140286,G35001300007003,350130007003,89,9
140287,G35001300007004,350130007004,89,9
140288,G35001300007005,350130007005,89,9
140289,G35001300008001,350130008001,85,8
140290,G35001300008002,350130008002,85,8
140291,G35001300008003,350130008003,85,8
140292,G35001300009011,350130009011,73,6
140293,G35001300009012,350130009012,73,6
140294,G35001300009021,350130009021,84,8
140295,G35001300009022,350130009022,84,8
140296,G35001300009023,350130009023,84,8
140297,G35001300009024,350130009024,84,8
140298,G35001300010001,350130010001,79,7
140299,G35001300010002,350130010002, , 
140300,G35001300010003,350130010003, , 
140301,G35001300011021,350130011021,42,2
140302,G35001300011022,350130011022,56,4
140303,G35001300011031,350130011031,61,4
140304,G35001300011032,350130011032,61,4
140305,G35001300011033,350130011033,61,4
140306,G35001300011051,350130011051,77,7
140307,G35001300011052,350130011052,77,7
140308,G35001300011061,350130011061,50,3
140309,G35001300011062,350130011062,50,3
140310,G35001300012031,350130012031,66,5
140311,G35001300012032,350130012032,64,5
140312,G35001300012033,350130012033,61,4
140313,G35001300012034,350130012034,66,5
140314,G35001300012041,350130012041,19,1
140315,G35001300012042,350130012042,21,1
140316,G35001300012043,350130012043,43,2
140317,G35001300012051,350130012051,59,4
140318,G35001300012052,350130012052,32,1
140319,G35001300012053,350130012053,62,5
140320,G35001300012061,350130012061,51,3
140321,G35001300012062,350130012062,51,3
140322,G35001300012063,350130012063,51,3
140323,G35001300012071,350130012071,74,6
140324,G35001300012072,350130012072,74,6
140325,G35001300012073,350130012073,74,6
140326,G35001300012081,350130012081,25,1
140327,G35001300012082,350130012082,32,1
140328,G35001300012083,350130012083,31,1
140329,G35001300012084,350130012084,27,1
140330,G35001300012091,350130012091,25,1
140331,G35001300012092,350130012092,50,3
140332,G35001300012101,350130012101,35,2
140333,G35001300012102,350130012102,40,2
140334,G35001300013081,350130013081,52,3
140335,G35001300013082,350130013082,48,3
140336,G35001300013091,350130013091,91,9
140337,G35001300013092,350130013092,95,10
140338,G35001300013101,350130013101,53,3
140339,G35001300013102,350130013102,57,4
140340,G35001300013103,350130013103,58,4
140341,G35001300013111,350130013111,64,5
140342,G35001300013112,350130013112,74,6
140343,G35001300013113,350130013113,59,4
140344,G35001300013121,350130013121,76,7
140345,G35001300013131,350130013131,89,9
140346,G35001300013132,350130013132,87,8
140347,G35001300013141,350130013141,94,9
140348,G35001300013142,350130013142,88,8
140349,G35001300013151,350130013151,69,6
140350,G35001300013152,350130013152,69,6
140351,G35001300013153,350130013153,69,6
140352,G35001300013161,350130013161,63,5
140353,G35001300013162,350130013162,77,7
140354,G35001300013163,350130013163,73,6
140355,G35001300013171,350130013171,69,6
140356,G35001300013172,350130013172,40,2
140357,G35001300013181,350130013181,33,2
140358,G35001300013182,350130013182,32,1
140359,G35001300013183,350130013183,40,2
140360,G35001300014011,350130014011,96,10
140361,G35001300014012,350130014012,98,10
140362,G35001300014021,350130014021,96,10
140363,G35001300014022,350130014022,90,9
140364,G35001300015011,350130015011,24,1
140365,G35001300015012,350130015012,21,1
140366,G35001300015013,350130015013, , 
140367,G35001300015021,350130015021,78,7
140368,G35001300015022,350130015022,35,2
140369,G35001300016001,350130016001,84,8
140370,G35001300016002,350130016002,88,8
140371,G35001300016003,350130016003,89,9
140372,G35001300017011,350130017011,77,7
140373,G35001300017012,350130017012,57,4
