Block,GISJOIN,FIPS,ADI_NATRANK,ADI_STATERNK
215314,G48040509503002,484059503002,85,8
215315,G48040509503003,484059503003,80,8
215316,G48040702001031,484072001031,42,3
215317,G48040702001032,484072001032,76,7
215318,G48040702001041,484072001041,92,9
215319,G48040702001042,484072001042,92,9
215320,G48040702001043,484072001043,92,9
215321,G48040702001051,484072001051,82,8
215322,G48040702001052,484072001052,82,8
215323,G48040702001053,484072001053,82,8
215324,G48040702001061,484072001061,84,8
215325,G48040702001062,484072001062,39,3
215326,G48040702001071,484072001071,63,6
215327,G48040702001072,484072001072,80,8
215328,G48040702002011,484072002011,52,4
215329,G48040702002012,484072002012,72,7
215330,G48040702002013,484072002013,55,5
215331,G48040702002021,484072002021,90,9
215332,G48040702002022,484072002022,84,8
215333,G48040702003011,484072003011,76,7
215334,G48040702003012,484072003012,70,7
215335,G48040702003013,484072003013,65,6
215336,G48040702003021,484072003021,78,8
215337,G48040702003022,484072003022,75,7
215338,G48040900102011,484090102011,62,6
215339,G48040900102012,484090102012,57,5
215340,G48040900102013,484090102013,69,7
215341,G48040900102021,484090102021,86,9
215342,G48040900102022,484090102022,85,8
215343,G48040900102023,484090102023,81,8
215344,G48040900102024,484090102024,89,9
215345,G48040900103011,484090103011,71,7
215346,G48040900103012,484090103012,57,5
215347,G48040900103013,484090103013,69,7
215348,G48040900103021,484090103021,50,4
215349,G48040900103022,484090103022,79,8
215350,G48040900103023,484090103023,62,6
215351,G48040900103024,484090103024,63,6
215352,G48040900105001,484090105001,88,9
215353,G48040900105002,484090105002,96,10
215354,G48040900106011,484090106011,55,5
215355,G48040900106012,484090106012,65,6
215356,G48040900106013,484090106013,74,7
215357,G48040900106014,484090106014,63,6
215358,G48040900106021,484090106021,58,5
215359,G48040900106022,484090106022,60,5
215360,G48040900106031,484090106031,31,2
215361,G48040900106032,484090106032,37,3
215362,G48040900106041,484090106041,56,5
215363,G48040900106042,484090106042,56,5
215364,G48040900107001,484090107001,55,5
215365,G48040900107002,484090107002,55,5
215366,G48040900108001,484090108001,91,9
215367,G48040900108002,484090108002,81,8
215368,G48040900108003,484090108003,99,10
215369,G48040900108004,484090108004,96,10
215370,G48040900109001,484090109001,74,7
215371,G48040900109002,484090109002,74,7
215372,G48040900109003,484090109003,74,7
215373,G48040900110001,484090110001,90,9
215374,G48040900110002,484090110002,91,9
215375,G48040900110003,484090110003,89,9
215376,G48040900110004,484090110004,96,10
215377,G48040900111001,484090111001,84,8
215378,G48040900111002,484090111002,85,8
215379,G48040900111003,484090111003,83,8
215380,G48040900112001,484090112001,90,9
215381,G48040900112002,484090112002,83,8
215382,G48040900112003,484090112003,83,8
215383,G48040900113001,484090113001,97,10
215384,G48040900113002,484090113002,97,10
215385,G48040900113003,484090113003,97,10
215386,G48040900113004,484090113004,100,10
215387,G48041109501001,484119501001,86,9
215388,G48041109501002,484119501002,88,9
215389,G48041109501003,484119501003,84,8
215390,G48041109502001,484119502001,65,6
215391,G48041109502002,484119502002, , 
215392,G48041109502003,484119502003,65,6
215393,G48041309503001,484139503001,49,4
215394,G48041309503002,484139503002,92,9
215395,G48041309503003,484139503003,93,10
215396,G48041509501001,484159501001,95,10
215397,G48041509501002,484159501002,84,8
215398,G48041509501003,484159501003,95,10
215399,G48041509501004,484159501004, , 
215400,G48041509502001,484159502001,78,8
215401,G48041509503001,484159503001,73,7
215402,G48041509503002,484159503002,67,6
215403,G48041509503003,484159503003,59,5
215404,G48041509503004,484159503004,69,7
215405,G48041509503005,484159503005,79,8
215406,G48041509506001,484159506001,88,9
215407,G48041509506002,484159506002,92,9
215408,G48041509506003,484159506003,99,10
215409,G48041509506004,484159506004,93,10
215410,G48041509506005,484159506005,93,10
215411,G48041709503001,484179503001,58,5
215412,G48041709503002,484179503002,79,8
215413,G48041709503003,484179503003,87,9
215414,G48041709503004,484179503004,67,6
215415,G48041909501001,484199501001,93,10
215416,G48041909501002,484199501002,93,10
215417,G48041909501003,484199501003,93,10
215418,G48041909501004,484199501004,93,10
215419,G48041909502001,484199502001,87,9
215420,G48041909502002,484199502002,86,9
215421,G48041909502003,484199502003,84,8
215422,G48041909503001,484199503001,91,9
215423,G48041909503002,484199503002,70,7
215424,G48041909503003,484199503003,85,8
215425,G48041909504011,484199504011,86,9
215426,G48041909504012,484199504012,86,9
215427,G48041909504021,484199504021,89,9
215428,G48041909504022,484199504022,85,8
215429,G48041909505001,484199505001,92,9
215430,G48041909505002,484199505002,82,8
215431,G48041909506001,484199506001,93,10
215432,G48041909506002,484199506002,59,5
215433,G48041909506003,484199506003,88,9
215434,G48042109502001,484219502001,77,7
215435,G48042109502002,484219502002,88,9
215436,G48042300001001,484230001001,83,8
215437,G48042300001002,484230001002,90,9
215438,G48042300001003,484230001003,93,10
215439,G48042300001004,484230001004,87,9
215440,G48042300001005,484230001005,93,10
215441,G48042300002011,484230002011,92,9
215442,G48042300002012,484230002012,92,9
215443,G48042300002013,484230002013,93,10
215444,G48042300002014,484230002014,92,9
215445,G48042300002021,484230002021,90,9
215446,G48042300002022,484230002022,91,9
215447,G48042300003001,484230003001,92,9
215448,G48042300003002,484230003002,95,10
215449,G48042300003003,484230003003,90,9
215450,G48042300003004,484230003004,89,9
215451,G48042300003005,484230003005,85,8
215452,G48042300004001,484230004001,95,10
215453,G48042300004002,484230004002,94,10
215454,G48042300005001,484230005001,97,10
215455,G48042300005002,484230005002, , 
215456,G48042300006001,484230006001,83,8
215457,G48042300006002,484230006002,90,9
215458,G48042300007001,484230007001,91,9
215459,G48042300007002,484230007002,91,9
215460,G48042300007003,484230007003,88,9
215461,G48042300007004,484230007004,91,9
215462,G48042300008001,484230008001,88,9
215463,G48042300008002,484230008002,90,9
215464,G48042300008003,484230008003,59,5
215465,G48042300008004,484230008004,86,9
215466,G48042300008005,484230008005,80,8
215467,G48042300008006,484230008006,54,5
215468,G48042300009001,484230009001,86,9
215469,G48042300009002,484230009002,79,8
215470,G48042300009003,484230009003, , 
215471,G48042300010001,484230010001,71,7
215472,G48042300010002,484230010002,84,8
215473,G48042300010003,484230010003,69,7
215474,G48042300010004,484230010004,68,6
215475,G48042300010005,484230010005,48,4
215476,G48042300011011,484230011011,66,6
215477,G48042300011012,484230011012,68,6
215478,G48042300011013,484230011013,52,4
215479,G48042300011014,484230011014,69,7
215480,G48042300011021,484230011021,60,5
215481,G48042300011022,484230011022,44,3
215482,G48042300011023,484230011023,50,4
215483,G48042300012001,484230012001,67,6
215484,G48042300012002,484230012002,73,7
215485,G48042300012003,484230012003,71,7
215486,G48042300013001,484230013001,65,6
215487,G48042300013002,484230013002,63,6
215488,G48042300014041,484230014041,47,4
215489,G48042300014042,484230014042,66,6
215490,G48042300014043,484230014043,53,4
215491,G48042300014044,484230014044,48,4
215492,G48042300014051,484230014051,74,7
215493,G48042300014052,484230014052,35,3
215494,G48042300014061,484230014061,51,4
215495,G48042300014062,484230014062,48,4
215496,G48042300014063,484230014063,48,4
215497,G48042300014071,484230014071,63,6
215498,G48042300014072,484230014072,48,4
215499,G48042300014073,484230014073,63,6
215500,G48042300014081,484230014081,63,6
215501,G48042300015011,484230015011,84,8
215502,G48042300015012,484230015012,86,9
215503,G48042300015021,484230015021,88,9
215504,G48042300015022,484230015022,79,8
215505,G48042300016021,484230016021,70,7
215506,G48042300016022,484230016022,85,8
215507,G48042300016023,484230016023,13,1
215508,G48042300016024,484230016024,45,4
215509,G48042300016025,484230016025,84,8
215510,G48042300016051,484230016051,84,8
215511,G48042300016052,484230016052,85,8
215512,G48042300016061,484230016061,60,5
215513,G48042300016062,484230016062,73,7
215514,G48042300016071,484230016071,71,7
215515,G48042300016072,484230016072,71,7
215516,G48042300016073,484230016073,71,7
215517,G48042300016081,484230016081,83,8
215518,G48042300016082,484230016082,82,8
215519,G48042300017011,484230017011,75,7
215520,G48042300017012,484230017012,84,8
215521,G48042300017013,484230017013,84,8
215522,G48042300017021,484230017021,69,7
215523,G48042300017022,484230017022,67,6
215524,G48042300017023,484230017023,70,7
215525,G48042300018031,484230018031,27,2
215526,G48042300018032,484230018032,66,6
215527,G48042300018033,484230018033, , 
215528,G48042300018041,484230018041,75,7
215529,G48042300018042,484230018042,60,5
215530,G48042300018043,484230018043,62,6
215531,G48042300018051,484230018051,74,7
215532,G48042300018052,484230018052,78,8
215533,G48042300018061,484230018061,74,7
215534,G48042300018062,484230018062,67,6
215535,G48042300018063,484230018063,68,6
215536,G48042300018064,484230018064,71,7
215537,G48042300018071,484230018071,45,4
215538,G48042300018072,484230018072,57,5
215539,G48042300018073,484230018073,70,7
215540,G48042300019061,484230019061,42,3
215541,G48042300019062,484230019062,43,3
215542,G48042300019063,484230019063,53,4
215543,G48042300019064,484230019064,45,4
215544,G48042300019091,484230019091,50,4
215545,G48042300019092,484230019092,32,2
215546,G48042300019093,484230019093,67,6
215547,G48042300019101,484230019101,69,7
215548,G48042300019102,484230019102,55,5
215549,G48042300019111,484230019111,57,5
215550,G48042300019112,484230019112,58,5
215551,G48042300019113,484230019113,70,7
215552,G48042300019121,484230019121,49,4
215553,G48042300019122,484230019122,57,5
215554,G48042300019131,484230019131,36,3
215555,G48042300019132,484230019132,46,4
215556,G48042300019133,484230019133,40,3
215557,G48042300019141,484230019141,60,5
215558,G48042300019142,484230019142,59,5
215559,G48042300019151,484230019151,50,4
215560,G48042300019152,484230019152,49,4
215561,G48042300019153,484230019153,50,4
215562,G48042300019154,484230019154,50,4
215563,G48042300019155,484230019155,49,4
215564,G48042300019161,484230019161,16,1
215565,G48042300019162,484230019162,14,1
215566,G48042300019163,484230019163,16,1
215567,G48042300019164,484230019164,35,3
215568,G48042300019171,484230019171,31,2
215569,G48042300020031,484230020031,66,6
215570,G48042300020032,484230020032,58,5
215571,G48042300020033,484230020033,61,5
215572,G48042300020034,484230020034,66,6
215573,G48042300020041,484230020041,56,5
215574,G48042300020042,484230020042,38,3
215575,G48042300020061,484230020061,41,3
215576,G48042300020062,484230020062,58,5
215577,G48042300020063,484230020063,60,5
215578,G48042300020091,484230020091,51,4
215579,G48042300020092,484230020092,90,9
215580,G48042300020093,484230020093,48,4
215581,G48042300020094,484230020094,66,6
215582,G48042300020101,484230020101,63,6
215583,G48042300020102,484230020102,62,6
215584,G48042300020103,484230020103,47,4
215585,G48042300020104,484230020104,49,4
215586,G48042300020111,484230020111,58,5
215587,G48042300020112,484230020112,52,4
215588,G48042300020121,484230020121,35,3
215589,G48042300020122,484230020122,45,4
215590,G48042300020123,484230020123,36,3
215591,G48042300020131,484230020131,33,2
215592,G48042300020132,484230020132,33,2
215593,G48042300021011,484230021011,67,6
215594,G48042300021012,484230021012,80,8
215595,G48042300021013,484230021013,79,8
215596,G48042300021021,484230021021,61,5
215597,G48042300021022,484230021022,58,5
215598,G48042300021023,484230021023,57,5
215599,G48042300021024,484230021024,56,5
215600,G48042300022001,484230022001,51,4
215601,G48042300022002,484230022002,50,4
215602,G48042300022003,484230022003,59,5
215603,G48042309800001,484239800001, , 
215604,G48042500001011,484250001011,55,5
215605,G48042500001012,484250001012, , 
215606,G48042500001013,484250001013,55,5
215607,G48042500001014,484250001014,55,5
215608,G48042500001021,484250001021,41,3
215609,G48042500001022,484250001022,43,3
215610,G48042500002001,484250002001,64,6
215611,G48042500002002,484250002002,67,6
215612,G48042709501011,484279501011,90,9
215613,G48042709501041,484279501041,66,6
215614,G48042709501042,484279501042,89,9
215615,G48042709501043,484279501043,88,9
215616,G48042709501051,484279501051,92,9
215617,G48042709501052,484279501052,92,9
215618,G48042709501061,484279501061,93,10
215619,G48042709501062,484279501062,91,9
215620,G48042709501063,484279501063,97,10
215621,G48042709501071,484279501071,95,10
215622,G48042709501072,484279501072,95,10
215623,G48042709501073,484279501073,95,10
215624,G48042709501081,484279501081,71,7
215625,G48042709501082,484279501082,90,9
215626,G48042709502021,484279502021,100,10
215627,G48042709502022,484279502022,94,10
215628,G48042709502031,484279502031,96,10
215629,G48042709502032,484279502032,96,10
215630,G48042709502041,484279502041,100,10
215631,G48042709502042,484279502042,100,10
215632,G48042709502043,484279502043,100,10
215633,G48042709502044,484279502044,97,10
215634,G48042709504021,484279504021,92,9
215635,G48042709504022,484279504022,94,10
215636,G48042709504023,484279504023,90,9
215637,G48042709504024,484279504024,94,10
215638,G48042709504025,484279504025,96,10
215639,G48042709504031,484279504031,96,10
215640,G48042709504041,484279504041,99,10
215641,G48042709504042,484279504042,96,10
215642,G48042709504043,484279504043,99,10
215643,G48042709505001,484279505001,98,10
215644,G48042709505002,484279505002,98,10
215645,G48042709505003,484279505003,98,10
215646,G48042709505004,484279505004, , 
215647,G48042709506011,484279506011,99,10
215648,G48042709506012,484279506012,84,8
215649,G48042709506013,484279506013,95,10
215650,G48042709506014,484279506014,99,10
215651,G48042709506021,484279506021,90,9
215652,G48042709506022,484279506022,90,9
215653,G48042709506023,484279506023,90,9
215654,G48042709507011,484279507011,100,10
215655,G48042709507012,484279507012,98,10
215656,G48042709507021,484279507021,96,10
215657,G48042709507022,484279507022,97,10
215658,G48042909502001,484299502001,96,10
215659,G48042909502002,484299502002,95,10
215660,G48042909502003,484299502003,97,10
215661,G48042909502004,484299502004,97,10
215662,G48042909503001,484299503001,96,10
215663,G48042909503002,484299503002,97,10
215664,G48042909503003,484299503003,98,10
215665,G48042909505001,484299505001,65,6
215666,G48042909505002,484299505002,69,7
215667,G48042909505003,484299505003, , 
215668,G48043109501001,484319501001,82,8
215669,G48043309503001,484339503001,94,10
215670,G48043309503002,484339503002,94,10
215671,G48043509503001,484359503001,80,8
215672,G48043509503002,484359503002,84,8
215673,G48043509503003,484359503003,81,8
215674,G48043509503004,484359503004,81,8
215675,G48043709502001,484379502001,93,10
215676,G48043709502002,484379502002, , 
215677,G48043709503001,484379503001,97,10
215678,G48043709503002,484379503002,97,10
215679,G48043709503003,484379503003,100,10
215680,G48043709503004,484379503004,97,10
215681,G48043709504001,484379504001,78,8
215682,G48043709504002,484379504002,93,10
215683,G48043901001011,484391001011,77,7
215684,G48043901001012,484391001012,86,9
215685,G48043901001013,484391001013,71,7
215686,G48043901001021,484391001021,52,4
215687,G48043901001022,484391001022,45,4
215688,G48043901001023,484391001023,77,7
215689,G48043901002011,484391002011,76,7
215690,G48043901002012,484391002012,81,8
215691,G48043901002013,484391002013,82,8
215692,G48043901002021,484391002021,82,8
215693,G48043901002022,484391002022,80,8
215694,G48043901002023,484391002023,88,9
215695,G48043901003001,484391003001,89,9
215696,G48043901003002,484391003002,83,8
215697,G48043901003003,484391003003,80,8
215698,G48043901003004,484391003004,85,8
215699,G48043901004011,484391004011,89,9
215700,G48043901004021,484391004021,85,8
215701,G48043901004022,484391004022,91,9
215702,G48043901004023,484391004023,82,8
215703,G48043901005031,484391005031,77,7
215704,G48043901005041,484391005041,94,10
215705,G48043901005042,484391005042,65,6
215706,G48043901005051,484391005051,80,8
215707,G48043901005052,484391005052,76,7
215708,G48043901005061,484391005061,87,9
215709,G48043901005062,484391005062,80,8
215710,G48043901005063,484391005063,87,9
215711,G48043901006011,484391006011,43,3
215712,G48043901006012,484391006012,54,5
215713,G48043901006021,484391006021, , 
215714,G48043901006022,484391006022,42,3
215715,G48043901006023,484391006023,81,8
215716,G48043901006024,484391006024, , 
215717,G48043901007001,484391007001,71,7
215718,G48043901007002,484391007002,70,7
215719,G48043901007003,484391007003,78,8
215720,G48043901007004,484391007004,65,6
215721,G48043901008001,484391008001,84,8
215722,G48043901008002,484391008002,83,8
215723,G48043901008003,484391008003,85,8
215724,G48043901009001,484391009001,86,9
215725,G48043901012011,484391012011,43,3
215726,G48043901012021,484391012021,75,7
215727,G48043901012022,484391012022,78,8
215728,G48043901012023,484391012023,83,8
215729,G48043901013011,484391013011,67,6
215730,G48043901013012,484391013012,88,9
215731,G48043901013013,484391013013,67,6
215732,G48043901013021,484391013021,82,8
215733,G48043901013022,484391013022,86,9
215734,G48043901014011,484391014011,75,7
215735,G48043901014012,484391014012,70,7
215736,G48043901014013,484391014013,73,7
215737,G48043901014014,484391014014,71,7
215738,G48043901014015,484391014015,74,7
215739,G48043901014021,484391014021,80,8
215740,G48043901014022,484391014022,73,7
215741,G48043901014031,484391014031,81,8
215742,G48043901014032,484391014032,80,8
215743,G48043901014033,484391014033,81,8
215744,G48043901014034,484391014034,77,7
215745,G48043901015001,484391015001,73,7
215746,G48043901015002,484391015002,82,8
215747,G48043901015003,484391015003,78,8
215748,G48043901017001,484391017001, , 
215749,G48043901020001,484391020001,17,1
215750,G48043901020002,484391020002,15,1
215751,G48043901021011,484391021011,11,1
215752,G48043901021012,484391021012,16,1
215753,G48043901021021,484391021021,55,5
215754,G48043901021022,484391021022,49,4
215755,G48043901021023,484391021023,37,3
215756,G48043901022011,484391022011,64,6
215757,G48043901022012,484391022012,9,1
215758,G48043901022013,484391022013,8,1
215759,G48043901022021,484391022021,19,1
215760,G48043901022022,484391022022,35,3
215761,G48043901022023,484391022023,11,1
215762,G48043901023011,484391023011,59,5
215763,G48043901023012,484391023012,68,6
215764,G48043901023013,484391023013,63,6
215765,G48043901023021,484391023021,76,7
215766,G48043901023022,484391023022,75,7
215767,G48043901023023,484391023023,81,8
215768,G48043901023024,484391023024,76,7
215769,G48043901024011,484391024011,38,3
215770,G48043901024012,484391024012,35,3
215771,G48043901024013,484391024013,39,3
215772,G48043901024014,484391024014,42,3
215773,G48043901024021,484391024021,26,2
215774,G48043901024022,484391024022,46,4
215775,G48043901024023,484391024023,23,2
215776,G48043901025001,484391025001,85,8
215777,G48043901025002,484391025002,85,8
215778,G48043901025003,484391025003,82,8
215779,G48043901026011,484391026011,71,7
215780,G48043901026012,484391026012,78,8
215781,G48043901026021,484391026021,43,3
215782,G48043901026022,484391026022,54,5
215783,G48043901026023,484391026023,49,4
215784,G48043901027001,484391027001,33,2
215785,G48043901027002,484391027002,36,3
215786,G48043901027003,484391027003,35,3
215787,G48043901027004,484391027004,21,1
215788,G48043901035001,484391035001,91,9
215789,G48043901035002,484391035002,92,9
215790,G48043901035003,484391035003, , 
215791,G48043901035004,484391035004,92,9
215792,G48043901036011,484391036011,93,10
215793,G48043901036012,484391036012,95,10
215794,G48043901036013,484391036013,98,10
215795,G48043901036021,484391036021,84,8
215796,G48043901036022,484391036022,87,9
215797,G48043901037011,484391037011,87,9
215798,G48043901037012,484391037012,87,9
215799,G48043901037021,484391037021,83,8
215800,G48043901038001,484391038001,92,9
215801,G48043901038002,484391038002,87,9
215802,G48043901041001,484391041001,37,3
215803,G48043901041002,484391041002,37,3
215804,G48043901042021,484391042021,14,1
215805,G48043901042022,484391042022,37,3
215806,G48043901042023,484391042023,31,2
215807,G48043901042031,484391042031, , 
215808,G48043901042041,484391042041,11,1
215809,G48043901042042,484391042042,7,1
215810,G48043901043011,484391043011,37,3
215811,G48043901043012,484391043012,37,3
215812,G48043901043013,484391043013,37,3
215813,G48043901043021,484391043021,8,1
215814,G48043901043022,484391043022,35,3
215815,G48043901044001,484391044001,29,2
215816,G48043901044002,484391044002,49,4
215817,G48043901044003,484391044003,39,3
215818,G48043901045021,484391045021,89,9
215819,G48043901045031,484391045031,91,9
215820,G48043901045032,484391045032,90,9
215821,G48043901045041,484391045041,87,9
215822,G48043901045042,484391045042,88,9
215823,G48043901045051,484391045051,93,10
215824,G48043901045052,484391045052,86,9
215825,G48043901045053,484391045053,88,9
215826,G48043901046011,484391046011,82,8
215827,G48043901046012,484391046012,83,8
215828,G48043901046021,484391046021,93,10
215829,G48043901046022,484391046022,80,8
215830,G48043901046031,484391046031,87,9
215831,G48043901046032,484391046032,85,8
215832,G48043901046041,484391046041,92,9
215833,G48043901046042,484391046042,96,10
215834,G48043901046051,484391046051,86,9
215835,G48043901046052,484391046052,85,8
215836,G48043901047011,484391047011,86,9
215837,G48043901047012,484391047012,78,8
215838,G48043901047013,484391047013,76,7
215839,G48043901047021,484391047021,89,9
215840,G48043901047022,484391047022,89,9
215841,G48043901047023,484391047023,90,9
215842,G48043901048021,484391048021,82,8
215843,G48043901048022,484391048022,83,8
215844,G48043901048031,484391048031,89,9
215845,G48043901048032,484391048032,90,9
215846,G48043901048033,484391048033,81,8
215847,G48043901048041,484391048041,52,4
215848,G48043901048042,484391048042,87,9
215849,G48043901049001,484391049001,87,9
215850,G48043901049002,484391049002,68,6
215851,G48043901050071,484391050071, , 
215852,G48043901050072,484391050072,36,3
215853,G48043901050073,484391050073,36,3
215854,G48043901050074,484391050074,36,3
215855,G48043901050081,484391050081, , 
215856,G48043901050082,484391050082,46,4
215857,G48043901050083,484391050083,59,5
215858,G48043901050084,484391050084,56,5
215859,G48043901050085,484391050085,55,5
215860,G48043901050086,484391050086,57,5
215861,G48043901050087,484391050087,53,4
215862,G48043901050088,484391050088, , 
215863,G48043901050091,484391050091,82,8
215864,G48043901050092,484391050092,79,8
215865,G48043901050093,484391050093,83,8
215866,G48043901050094,484391050094,74,7
215867,G48043901050095,484391050095, , 
215868,G48043901052011,484391052011,62,6
215869,G48043901052012,484391052012,71,7
215870,G48043901052013,484391052013,73,7
215871,G48043901052014,484391052014,73,7
215872,G48043901052031,484391052031,64,6
215873,G48043901052032,484391052032,74,7
215874,G48043901052041,484391052041,67,6
215875,G48043901052042,484391052042,69,7
215876,G48043901052043,484391052043,68,6
215877,G48043901052061,484391052061,74,7
215878,G48043901052062,484391052062,74,7
215879,G48043901052071,484391052071,59,5
215880,G48043901052072,484391052072,59,5
215881,G48043901054031,484391054031,13,1
215882,G48043901054032,484391054032,15,1
215883,G48043901054033,484391054033,11,1
215884,G48043901054034,484391054034,11,1
215885,G48043901054041,484391054041,18,1
215886,G48043901054042,484391054042,11,1
215887,G48043901054043,484391054043,15,1
215888,G48043901054051,484391054051,6,1
215889,G48043901054052,484391054052,8,1
215890,G48043901054053,484391054053,7,1
215891,G48043901054054,484391054054,8,1
215892,G48043901054055,484391054055, , 
215893,G48043901054071,484391054071,52,4
215894,G48043901054072,484391054072,47,4
215895,G48043901054081,484391054081,23,2
215896,G48043901054082,484391054082,24,2
215897,G48043901055021,484391055021,57,5
215898,G48043901055022,484391055022,57,5
215899,G48043901055023,484391055023,57,5
215900,G48043901055024,484391055024,57,5
215901,G48043901055031,484391055031,50,4
215902,G48043901055032,484391055032,56,5
215903,G48043901055033,484391055033,65,6
215904,G48043901055034,484391055034,54,5
215905,G48043901055051,484391055051,54,5
215906,G48043901055052,484391055052,42,3
215907,G48043901055053,484391055053,45,4
215908,G48043901055054,484391055054,59,5
215909,G48043901055111,484391055111,77,7
215910,G48043901055112,484391055112,69,7
215911,G48043901055113,484391055113,65,6
215912,G48043901055114,484391055114,55,5
215913,G48043901055121,484391055121,68,6
215914,G48043901055122,484391055122,39,3
215915,G48043901055123,484391055123,39,3
215916,G48043901055124,484391055124,40,3
215917,G48043901055131,484391055131,49,4
215918,G48043901055132,484391055132,52,4
215919,G48043901055133,484391055133,59,5
215920,G48043901055141,484391055141,54,5
215921,G48043901055142,484391055142,54,5
215922,G48043901055143,484391055143,53,4
215923,G48043901055151,484391055151,55,5
215924,G48043901055152,484391055152,42,3
215925,G48043901055153,484391055153,59,5
215926,G48043901055161,484391055161,55,5
215927,G48043901055162,484391055162,60,5
215928,G48043901055171,484391055171,54,5
215929,G48043901055172,484391055172,51,4
215930,G48043901055173,484391055173,45,4
215931,G48043901055181,484391055181,35,3
215932,G48043901055182,484391055182,39,3
215933,G48043901055183,484391055183,40,3
215934,G48043901055191,484391055191,18,1
215935,G48043901055192,484391055192,26,2
215936,G48043901055193,484391055193,28,2
215937,G48043901055201,484391055201,6,1
215938,G48043901055202,484391055202,3,1
215939,G48043901056001,484391056001,66,6
215940,G48043901056002,484391056002,72,7
215941,G48043901056003,484391056003,63,6
215942,G48043901056004,484391056004,63,6
215943,G48043901057011,484391057011,66,6
215944,G48043901057012,484391057012,48,4
215945,G48043901057013,484391057013,67,6
215946,G48043901057031,484391057031,63,6
215947,G48043901057032,484391057032,76,7
215948,G48043901057051,484391057051,69,7
215949,G48043901057052,484391057052,68,6
215950,G48043901057053,484391057053,66,6
215951,G48043901057061,484391057061,86,9
215952,G48043901057062,484391057062,72,7
215953,G48043901058001,484391058001,86,9
215954,G48043901058002,484391058002,88,9
215955,G48043901059011,484391059011,86,9
215956,G48043901059012,484391059012,85,8
215957,G48043901059021,484391059021, , 
215958,G48043901059022,484391059022,95,10
215959,G48043901059023,484391059023, , 
215960,G48043901059024,484391059024, , 
215961,G48043901060021,484391060021, , 
215962,G48043901060022,484391060022,79,8
215963,G48043901060023,484391060023,82,8
215964,G48043901060041,484391060041,77,7
215965,G48043901060042,484391060042,66,6
215966,G48043901060043,484391060043,88,9
215967,G48043901060044,484391060044,62,6
215968,G48043901060051,484391060051,62,6
215969,G48043901060052,484391060052,72,7
215970,G48043901060061,484391060061,62,6
215971,G48043901060062,484391060062,68,6
215972,G48043901061011,484391061011,84,8
215973,G48043901061021,484391061021,94,10
215974,G48043901061022,484391061022,96,10
215975,G48043901061023,484391061023,99,10
215976,G48043901061024,484391061024,100,10
215977,G48043901062011,484391062011,93,10
215978,G48043901062012,484391062012,89,9
215979,G48043901062021,484391062021,96,10
215980,G48043901062022,484391062022,87,9
215981,G48043901062023,484391062023,96,10
215982,G48043901063001,484391063001,95,10
215983,G48043901063002,484391063002,90,9
215984,G48043901064001,484391064001,92,9
215985,G48043901064002,484391064002,93,10
215986,G48043901065021,484391065021,58,5
215987,G48043901065022,484391065022,75,7
215988,G48043901065031,484391065031,81,8
215989,G48043901065032,484391065032,69,7
215990,G48043901065033,484391065033,71,7
215991,G48043901065034,484391065034,61,5
215992,G48043901065071,484391065071,48,4
215993,G48043901065072,484391065072,50,4
215994,G48043901065091,484391065091,40,3
215995,G48043901065092,484391065092,33,2
215996,G48043901065093,484391065093,29,2
215997,G48043901065121,484391065121,51,4
215998,G48043901065122,484391065122,59,5
215999,G48043901065123,484391065123,44,3
216000,G48043901065131,484391065131,64,6
216001,G48043901065132,484391065132,62,6
216002,G48043901065141,484391065141,47,4
216003,G48043901065142,484391065142,47,4
216004,G48043901065143,484391065143,47,4
216005,G48043901065144,484391065144,47,4
216006,G48043901065145,484391065145,47,4
216007,G48043901065151,484391065151,60,5
216008,G48043901065152,484391065152,48,4
216009,G48043901065153,484391065153,63,6
216010,G48043901065181,484391065181,49,4
216011,G48043901065182,484391065182,46,4
216012,G48043901065183,484391065183,53,4
216013,G48043901065184,484391065184,51,4
216014,G48043901065185,484391065185,55,5
216015,G48043901065186,484391065186, , 
216016,G48043901065191,484391065191,55,5
216017,G48043901065201,484391065201,97,10
216018,G48043901065202,484391065202,97,10
216019,G48043901065211,484391065211,50,4
216020,G48043901065212,484391065212,54,5
216021,G48043901065221,484391065221,64,6
216022,G48043901065222,484391065222,57,5
216023,G48043901065231,484391065231,54,5
216024,G48043901065232,484391065232,50,4
216025,G48043901065233,484391065233,55,5
216026,G48043901065234,484391065234, , 
216027,G48043901065241,484391065241,46,4
216028,G48043901065242,484391065242,44,3
216029,G48043901065251,484391065251,40,3
216030,G48043901065261,484391065261,40,3
216031,G48043901065262,484391065262,38,3
216032,G48043901065263,484391065263,38,3
216033,G48043901066001,484391066001,59,5
216034,G48043901066002,484391066002,57,5
216035,G48043901067001,484391067001,61,5
216036,G48043901101021,484391101021,78,8
216037,G48043901101022,484391101022,73,7
216038,G48043901101023,484391101023,80,8
216039,G48043901101031,484391101031,46,4
216040,G48043901101032,484391101032,67,6
216041,G48043901101041,484391101041,50,4
216042,G48043901101042,484391101042,47,4
216043,G48043901101043,484391101043,57,5
216044,G48043901102021,484391102021,70,7
216045,G48043901102022,484391102022,71,7
216046,G48043901102041,484391102041,74,7
216047,G48043901102042,484391102042,76,7
216048,G48043901102043,484391102043,76,7
216049,G48043901102044,484391102044,71,7
