FIPS,National Risk Index - Score - Composite,Social Vulnerability - Score,Community Resilience - Score,Cold Wave - Hazard Type Risk Index Score,Drought - Hazard Type Risk Index Score,Hail - Hazard Type Risk Index Score,Heat Wave - Hazard Type Risk Index Score,Hurricane - Hazard Type Risk Index Score,Ice Storm - Hazard Type Risk Index Score,Landslide - Hazard Type Risk Index Score,Lightning - Hazard Type Risk Index Score,Riverine Flooding - Hazard Type Risk Index Score,Strong Wind - Hazard Type Risk Index Score,Tornado - Hazard Type Risk Index Score,Volcanic Activity - Hazard Type Risk Index Score,Wildfire - Hazard Type Risk Index Score,Winter Weather - Hazard Type Risk Index Score
35001000107,1.0607,17.5,36.72000122,0,0,48.68596299,0,,4.026549972,0,37.82582655,40.10488513,11.6253627,10.54083623,,55.36198449,21.77139324
35001000108,2.8921,59,36.72000122,0,0,51.81348999,0,,5.094129049,0,45.92956397,34.40993198,14.26413928,14.22132902,,40.85644294,21.96760691
35001000109,2.3712,33.5,36.72000122,0,0,50.23307806,0,,4.290874916,0,37.0519885,29.15021643,12.00351995,11.38396042,,28.12514865,20.94253912
35001000110,3.3166,51.25999832,36.72000122,0,0,50.37458974,0,,5.354048577,0,50.13655966,40.65666175,15.59006802,15.18218142,,0,22.60619322
35001000111,1.6339,26.67000008,36.72000122,0,0,51.46268373,0,,4.680019971,0,40.76904648,38.5244732,12.86567093,12.66470057,,0,21.30880464
35001000112,0.7076,27.59000015,36.72000122,0,0,46.28739951,0,,3.376016917,71.85485313,33.03905127,30.68662893,10.09489607,8.846263616,,0,20.73562289
35001000113,1.3806,37.02000046,36.72000122,0,0,46.18513057,0,,4.235072983,0,44.40943939,44.60352947,13.44598773,11.42082481,,0,21.54901774
35001000114,2.2202,60.40000153,36.72000122,0,0,49.22346953,0,,5.036858645,0,48.14805942,36.9880607,15.10250678,14.22489654,,0,22.35289921
35001000115,3.5723,71.43000031,36.72000122,0,0,50.56129002,0,,5.631589768,0,51.82438908,43.30019502,16.24292442,16.07168339,,0,22.92013509
35001000116,0.9311,16.84000015,36.72000122,0,0,47.00922799,0,,3.923756939,0,39.10517489,31.40370071,11.983304,10.36959521,,31.60704942,20.92589069
35001000117,5.4048,57.66999817,36.72000122,0,0,53.65552014,0,,5.126435431,0,37.92764734,34.59187556,13.40079912,14.14878942,,0,21.55258526
35001000118,2.4247,17.29000092,36.72000122,0,0,46.09594254,0,,3.655026579,0,33.70388117,42.54625886,11.33401513,9.698901203,,34.24344765,20.69400181
35001000119,2.4509,10.61999989,36.72000122,0,0,46.57161204,0,,3.025052131,0,24.25970292,40.01807544,8.453836275,7.809304096,,0,19.49888218
35001000120,5.4274,68.33000183,36.72000122,0,0,50.28896922,0,,5.11028224,0,44.5232391,37.79194216,14.91937402,14.35570566,,31.61775199,22.25895448
35001000121,22.8131,86.41000366,36.72000122,0,0,63.59939114,0,,11.59505419,0,70.76665069,29.59377824,21.33377729,28.71141131,,27.31294297,26.80635494
35001000122,25.0987,65.52999878,36.72000122,0,0,63.42815012,0,,9.542130459,0,56.13200767,40.89806403,18.65219046,25.32821196,,0,24.48033107
35001000123,9.731,43.47000122,36.72000122,0,0,57.03158446,0,,7.392287586,0,54.68016291,45.85216192,17.90895686,21.07929411,,31.0957047,23.94995957
35001000124,32.6262,83.47000122,36.72000122,0,0,63.38415069,0,,9.248436077,0,52.50838524,50.97036579,18.17414261,24.69557152,,0,24.14498407
35001000125,1.4603,6.699999809,36.72000122,0,0,53.53541359,0,,5.166084173,80.5314902,42.90608529,36.42439233,13.6374447,14.31884127,,26.8991105,21.76425819
35001000126,1.0477,19.20999908,36.72000122,0,0,46.59301717,0,,3.825369321,0,38.42597029,29.32145745,11.79541455,10.11035533,,0,20.84502688
35001000127,2.0739,38.93000031,36.72000122,0,0,49.31503591,0,,4.544920556,0,41.55725922,42.46182752,13.37106978,12.30200257,,0,21.52166675
35001000128,1.8967,47.20999908,36.72000122,0,0,47.64662512,0,,4.674146084,0,45.20004792,31.20391952,14.36165152,12.87994102,,0,21.99733625
35001000129,2.1572,63.13000107,36.72000122,0,0,50.39242734,0,,6.207230756,0,59.56875898,32.78433145,17.51534034,18.01003663,,29.41778053,23.66693621
35001000203,7.5263,76.37000275,36.72000122,0,0,50.33891452,0,,4.703515522,0,37.03881169,44.04580697,13.49355468,12.8216715,,30.77938448,21.58469296
35001000204,9.3362,62.65000153,36.72000122,0,0,52.92536745,0,,5.586067139,0,42.23287015,44.46677449,15.28088284,15.75893069,,0,22.44684393
35001000205,5.6379,43.24000168,36.72000122,0,0,48.46120915,0,,4.803371612,0,40.73790129,46.38610094,14.52337916,13.34134044,,0,22.06987585
35001000206,2.7577,44.86999893,36.72000122,0,0,47.68705703,0,,4.493524039,0,38.41758505,39.83256433,13.73614613,12.16524759,,25.39004899,21.68577273
35001000207,36.3031,55.34999847,36.72000122,0,0,64.16424868,0,,8.918029898,0,43.23790129,43.31446511,16.86724064,23.9214194,,0,23.33396756
35001000208,27.8421,64.58999634,36.72000122,0,0,59.86181801,0,,6.970836148,0,40.25035937,45.03757789,15.4913666,19.52980069,,0,22.59073396
35001000300,27.2463,33,36.72000122,0,0,62.24135471,0,,9.276337044,0,52.20292286,37.15811254,18.86624174,24.89178519,,36.36731199,24.63373448
35001000401,20.3908,55.45999908,36.72000122,0,0,60.97131713,0,,8.337983494,0,49.58313368,29.34999762,17.92322694,23.04380916,,0,23.98563478
35001000402,15.8243,22.09000015,36.72000122,0,0,57.81762831,0,,6.293870598,0,35.03953043,32.78908814,14.85634781,17.71749988,,36.71455073,22.24944109
35001000501,24.7396,81,36.72000122,0,0,58.64648242,0,,7.016358777,0,40.29587925,46.11972601,16.39751701,19.78547305,,0,23.02597155
35001000503,17.331,59.27000046,36.72000122,0,0,58.46810636,0,,6.994331698,0,40.53785338,33.35632403,16.43319222,19.74979784,,33.13632688,23.04380916
35001000504,18.8936,63.61000061,36.72000122,0,0,53.65076345,0,,4.368703927,0,22.24844274,43.14916996,10.06754507,11.35066356,,0,20.16600866
35001000601,18.7759,61.90999985,36.72000122,0,0,60.26970461,0,,7.951775383,0,48.64758026,46.40631689,17.54388051,22.19236075,,30.41668649,23.71093564
35001000603,18.9209,94.27999878,36.72000122,0,0,59.21490748,0,,9.481923111,0,65.99425012,49.59924844,20.27422347,25.56366836,,0,25.85025924
35001000605,30.4405,99.69999695,36.72000122,0,0,62.74437521,0,,10.33216835,0,62.59103977,53.6531418,20.11011749,26.7492746,,0,25.71350426
35001000704,9.0758,62.97000122,36.72000122,0,0,58.97350521,0,,7.697729742,0,57.48203162,43.2062503,17.69371641,21.70717785,,26.28430766,23.80963706
35001000711,3.1525,55.09000015,36.72000122,0,0,56.6308329,0,,7.129431114,62.5907168,58.02228079,50.78128716,17.52247538,20.32060125,,37.04395186,23.82509632
35001000712,2.1155,69.61000061,36.72000122,0,0,50.02972934,0,,6.283591295,0,60.72352659,43.826999,17.73771584,18.26570899,,35.93326357,23.80488037
35001000713,11.246,90.83000183,36.72000122,0,0,61.60990344,0,,10.73746659,91.33408807,74.05845712,58.60248299,21.07572659,27.57218285,,0,26.55543928
35001000714,19.1481,78.93998718,36.72000122,0,0,65.94206345,0,,11.69050486,92.18733242,66.73933876,29.09194692,20.3634115,28.64362841,,0,25.9608524
35001000715,35.4053,89.78000641,36.72000122,0,0,67.22993864,0,,10.34832154,0,42.75634883,37.50416211,17.0230224,26.37111735,,43.53446226,23.44218237
35001000716,12.7146,87.01000214,36.72000122,0,0,56.99828759,0,,8.045757585,0,59.73766172,35.56699805,18.94234886,22.72273225,,38.75755125,24.69319317
35001000717,2.244,93.37999725,36.72000122,0,0,48.53018123,0,,4.524361949,0,43.97101102,27.93131332,13.55063502,12.23897636,,0,21.6096656
35001000718,14.3248,64.08999634,36.72000122,0,0,61.75617181,0,,9.025228347,0,59.3926689,36.95476383,18.66883889,24.38281882,,0,24.47914189
35001000719,1.0215,18.09000015,36.72000122,0,0,50.76463873,0,,4.552262915,74.97586844,39.61667465,27.00851448,12.72297008,12.22232793,,76.59230367,21.24815678
35001000720,3.0716,9.170000076,36.72000122,0,0,59.00918042,0,,6.71825898,72.54245367,46.76689027,46.50501831,15.44023213,18.98159159,,80.47733435,22.72748894
35001000904,18.8746,96.65000153,36.72000122,0,0,57.54768587,0,,8.716849247,0,57.34427408,47.63235504,19.70460924,24.08552538,,0,25.30680683
35001000905,5.2835,86.00998688,36.72000122,0,0,42.76744518,0,,3.878234309,0,34.59032103,47.37073681,13.44242021,10.45164819,,0,21.53950435
35001000906,75.8312,90.54000092,36.72000122,0,0,69.81995909,0,,13.13841816,0,50.46837566,87.51724302,19.70223089,30.15625743,,71.7321505,25.48280455
35001000907,7.1493,91.68998718,36.72000122,0,0,47.77267754,0,,5.013363094,0,46.30809775,31.39537649,15.43666461,14.20824811,,0,22.5253294
35001000908,18.4512,99.68000031,36.72000122,0,0,55.20263521,0,,8.543569562,0,64.63703881,34.37901346,19.99595681,23.84650145,,0,25.6207487
35001001101,13.8123,12.43999958,36.72000122,0,0,53.89811159,0,,5.715292666,0,38.10852899,47.56695048,15.23093754,16.13352043,,32.76054797,22.42662798
35001001102,10.3672,72.91000366,36.72000122,0,0,51.42938686,0,,5.481805633,39.43633439,39.54959272,34.91176331,15.56866289,15.50682586,,34.31241973,22.59311231
35001001201,31.0481,81.70999908,36.72000122,0,0,57.04823289,0,,7.606684484,0,47.20531864,38.24977406,18.27046568,21.60371974,,35.97369548,24.18779432
35001001202,65.5425,84.40000153,36.72000122,0,0,69.83422918,0,,13.36603131,95.58124292,50.52587446,48.36131856,20.03163202,30.46663178,,49.64086952,25.71707178
35001001300,28.4082,90.31999969,36.72000122,0,0,60.29824478,0,,8.929777673,80.81630221,51.24700527,0,19.17304857,24.301955,,26.42463017,24.85848832
35001001400,15.357,79.50998688,36.72000122,0,0,49.76573277,0,,4.844488825,0,33.55773838,41.20130333,14.28197688,13.47096038,,25.26875327,21.99376873
35001001500,33.2885,90.20999908,36.72000122,0,0,59.01631546,0,,7.421657024,0,41.62074748,36.01412738,17.16929078,20.94848499,,0,23.46834419
35001001701,5.3727,3.660000086,36.72000122,0,0,46.49431575,0,,2.960439367,0,19.39027312,28.72330305,8.181515483,7.60833373,,0,19.38353232
35001001702,7.757,48.16999817,36.72000122,0,0,49.40660229,0,,4.67120914,0,32.84379492,32.34314798,13.77538886,12.7717262,,0,21.71193455
35001001800,82.361,70.67001343,36.72000122,0,0,77.07986491,0,,18.16059209,0,33.46430283,33.21956904,19.35974885,35.23759692,,60.38505446,25.22356467
35001002000,55.1265,87.77999878,36.72000122,0,0,61.72763164,0,,7.928279832,0,40.00958313,36.7704419,16.54616373,21.95095847,,0,23.14488893
35001002100,87.2045,74.08999634,36.72000122,0,0,70.93540408,0,,12.5510294,96.79080021,32.03641591,46.67744851,17.3678828,29.28697141,,0,23.68953051
35001002200,41.9493,74.73000336,36.72000122,0,0,61.34352852,0,,8.500983876,0,41.92501198,52.61618228,18.01479332,23.36488608,,0,24.07363364
35001002301,3.4914,78.82998657,36.72000122,0,0,45.77486562,0,,4.054450938,86.93558958,29.18543364,27.57218285,12.95604814,10.81672454,,29.13118965,21.33020977
35001002302,11.8798,84.83000183,36.72000122,0,0,53.3130381,0,,6.622808306,93.58398379,42.57546718,70.61908386,17.58312325,19.08742805,,35.71683394,24.10217381
35001002303,8.7511,61.81000137,36.72000122,0,0,47.61927413,0,,4.612470263,73.94029673,32.17177767,54.02892071,14.15949198,12.63259287,,25.3852923,22.24230605
35001002401,17.6783,80.52999878,36.72000122,0,0,59.7310089,0,,9.214661224,95.24638027,53.38643987,69.65466394,19.76406793,24.97027066,,35.66569947,25.53156067
35001002403,7.0696,84.01999664,36.72000122,0,0,52.41877943,0,,6.935592822,0,50.0574988,61.77519859,18.35846454,20.01022689,,26.70170765,24.23655044
35001002404,10.2459,81.97000122,36.72000122,0,0,52.90396233,0,,6.646303856,41.35017577,46.63991375,61.28169148,17.73295914,19.1671027,,38.36988061,23.83104219
35001002700,70.5739,81.66999817,36.72000122,0,0,68.68073063,0,,12.30726306,91.56765775,47.05558218,51.99543357,19.32883033,29.21443181,,0,25.06540456
35001002900,59.511,77.72000122,36.72000122,0,0,64.87418542,0,,10.15007783,0,49.82031624,47.21971174,18.79132379,26.35090139,,38.94425153,24.60043762
35001003001,49.4256,82.26999664,36.72000122,0,0,62.92869714,0,,10.17651032,0,52.28078582,53.97897541,19.86990439,26.53165581,,42.2453979,25.63264044
35001003002,7.7475,56.47999954,36.72000122,0,0,58.36583742,0,,7.254251226,0,40.55103019,32.39071493,17.13242639,20.59054369,,77.5020216,24.03320173
35001003100,8.8724,19.11000061,36.72000122,0,0,51.08452647,0,,4.470028488,0,29.2045999,32.66541407,12.23065214,11.90481853,,63.40317747,22.1447938
35001003201,60.6895,83.69000244,36.72000122,0,0,66.04076488,0,,10.08693354,0,44.47292765,28.5532512,17.74128336,26.10355325,,0,23.91190601
35001003202,68.098,80.51000214,36.72000122,0,0,68.33705941,0,,13.49966225,0,61.78246287,60.1567331,21.26718356,30.82457309,,34.0329639,26.88484041
35001003400,70.304,98.51999664,36.72000122,0,0,74.09622794,0,,17.37202267,0,62.9048874,58.12681349,21.84868953,34.81662941,,30.93040955,27.42234695
35001003501,62.6695,75.37000275,36.72000122,0,0,68.77943205,0,,13.35868895,0,59.83349305,77.3022404,20.81529753,30.5748466,,63.67906579,26.83727346
35001003502,45.8629,21.73999977,36.72000122,0,0,64.57332445,0,,9.546535875,0,46.36559655,62.94296723,17.92084859,25.20453789,,87.96199401,26.28311849
35001003600,38.924,59.06999969,36.72000122,0,0,66.71621557,0,,12.20300156,49.8504439,60.47436512,79.4463207,20.59648956,29.2738905,,86.93454788,27.83023355
35001003707,12.5565,67.80999756,36.72000122,0,0,59.87965562,0,,8.806426033,42.29994637,59.53162434,48.22575275,19.11596823,24.07482281,,36.98568235,24.81448889
35001003712,9.3659,62.18999863,36.72000122,0,0,60.95704704,0,,9.053129314,0,58.29180642,40.31299053,19.09931979,24.51006041,,57.31222946,24.81686724
35001003715,5.7449,30.63999939,36.72000122,0,0,57.44898445,0,,6.732943699,0,47.01365597,48.39699377,16.37016601,19.15521096,,56.08619131,23.00099891
35001003717,8.9842,57.59999847,36.72000122,0,0,60.38267612,0,,8.910687539,0,58.80929564,43.12538648,19.09813062,24.26271227,,0,24.80378633
35001003718,2.1072,34.38999939,36.72000122,0,0,48.32683252,0,,4.133748421,0,35.55462386,34.12690862,12.25205727,10.94872283,,33.17794796,21.04242972
35001003719,12.2414,59.47000122,36.72000122,0,0,62.78005042,0,,9.871068166,0,64.74484907,32.38476906,19.5202873,26.06312134,,33.56205109,25.17718689
35001003722,23.7859,38.91999817,36.72000122,0,0,68.11825144,0,,13.07674234,0,62.56229037,48.46596585,20.84264853,30.24068877,,62.40427151,26.34852305
35001003723,34.8487,78.5,36.72000122,0,0,70.27065595,0,,15.50559488,0,71.10086248,50.08324216,22.41354707,32.96984255,,48.05332255,27.95271845
35001003724,4.6699,34.65000153,36.72000122,0,0,54.2738905,0,,5.680049341,79.56622773,42.26042166,36.37682538,14.95148171,15.99319793,,0,22.29225134
35001003725,11.8953,50.95999908,36.72000122,0,0,57.81643914,0,,7.371728979,62.84454508,51.85433637,48.11872711,17.55696142,20.94967417,,35.68115873,23.70736812
35001003726,1.1927,8.850000381,36.72000122,0,0,50.12367407,0,,3.848864871,0,29.35553426,37.17000428,10.21619179,10.03068068,,73.27926557,20.20406222
35001003728,4.4796,48.36000061,36.72000122,0,0,53.92546259,0,,6.474492643,0,52.88092956,42.38928792,17.16691243,18.64505542,,34.75241402,23.45764163
35001003729,1.5923,19.47999954,36.72000122,0,0,51.13090425,0,,4.008928309,0,28.80689986,30.63668363,10.20311088,10.36721686,,83.07924654,20.20168387
35001003730,3.621,13.71000004,36.72000122,0,0,57.28250012,0,,6.575817205,0,45.41087686,36.99995243,16.01579223,18.66646054,,61.65747039,22.81786615
35001003731,1.9538,0.449999988,36.72000122,0,0,53.30114636,0,,4.622749567,0,30.98826066,39.55667602,11.48979689,12.26513818,,85.69305047,20.75583884
35001003733,49.3293,99.33999634,36.72000122,0,0,66.70194549,0,,11.58183794,0,58.14566363,45.87475622,19.74741949,28.41887457,,0,25.40907577
35001003736,85.2162,86.26999664,36.72000122,0,96.72620463,80.82576226,0,,23.40156833,94.15837455,45.40967897,49.41373734,21.54307187,40.69352614,,80.09560957,32.12315083
35001003737,0.9704,19.38999939,36.72000122,0,0,49.55405984,0,,4.213045904,0,35.48873982,31.80564144,12.02016839,11.14731485,,29.49626599,20.95086334
35001003738,3.6829,37.63999939,36.72000122,0,0,55.86857252,0,,6.967899204,0,54.24173455,28.49260334,17.44398992,19.87228274,,40.46639395,23.64434191
35001003739,1.056,51.02000046,36.72000122,0,0,42.78647196,0,,3.099944198,40.97598761,30.89362722,0,10.52299862,8.180326309,,26.60657375,20.32416877
35001003740,15.2202,73.15000153,36.72000122,0,0,55.38576797,0,,7.967928574,0,60.65165309,0,19.21942634,22.58478809,,30.32868763,24.87394758
35001003741,0.4329,0.270000011,36.72000122,0,0,44.07910384,0,,2.343681165,40.94023714,20.96190704,37.57194501,6.819911525,6.232459687,,80.28230985,19.03391524
35001003742,2.1643,14.72000027,36.72000122,0,0,60.38386529,0,,7.359981204,41.55633677,49.17465261,41.52951529,16.25362698,20.67973172,,65.0608857,23.69785473
35001003743,11.8489,20.92000008,36.72000122,0,0,62.89064358,0,,9.370319246,0,53.68351701,38.2842601,18.65694715,25.02021595,,49.59449175,24.48389859
35001003744,0.4448,0.050000001,36.72000122,0,0,38.09993816,0,,1.302534583,0,14.41063728,35.29348808,5.188365124,4.225134377,,80.27755316,17.51534034
35001003745,17.3275,45.97000122,36.72000122,0,0,60.14721971,0,,5.876824576,58.99422034,23.00790609,0,10.95823622,15.97773867,,44.95671408,20.73681206
35001003746,13.1344,25.36000061,36.72000122,0,0,60.1840841,0,,7.785838057,48.58964428,48.92788692,26.73857204,17.33696428,21.83085192,,44.85920183,23.58726157
35001003803,11.4624,20.11000061,36.72000122,0,0,59.92365504,0,,5.771094599,79.42560925,48.15764255,39.13689768,14.83375351,20.05184798,,92.83403891,27.47585977
35001003804,28.4165,50.56999969,36.72000122,0,0,65.91352328,0,,9.875473582,92.67115534,71.52371826,33.72258954,19.6927175,28.73876231,,94.55953004,34.11263854
35001003805,4.1383,15.51000023,36.72000122,0,0,47.97126956,0,,3.587476872,82.38813085,38.6703402,43.54873234,10.13651715,9.331446511,,91.21795177,24.40660229
35001003806,6.814,5.03000021,36.72000122,0,0,55.6473862,0,,4.577226938,74.41458619,45.93435553,39.5757028,12.64924131,15.2285592,,91.09903439,25.95252818
35001003807,30.7187,55.95999908,36.72000122,0,0,61.54687723,0,,24.38984992,78.04444974,69.30402492,41.08000761,18.21457451,25.10821481,,96.06264567,31.88769443
35001004001,75.9906,93.81999969,36.72000122,0,96.99376873,75.56842506,0,,18.9858733,89.38807126,59.25251557,81.64272463,22.86662227,36.51714789,,91.57946059,40.99200875
35001004300,31.5488,98.16000366,36.72000122,0,0,61.52190458,0,,10.58621399,0,56.42429324,65.00142701,20.91043143,27.3022404,,79.53194121,27.03348713
35001004401,12.1997,71.90000153,36.72000122,0,0,50.10583646,0,,5.285030397,0,36.47939626,68.15987252,15.47233982,14.94434667,,35.69899634,23.1056462
35001004402,34.1364,75.87000275,36.72000122,0,0,58.63815821,0,,7.919469001,0,45.59894586,76.20701137,18.21933121,22.24468439,,88.83365837,25.56010084
35001004501,13.3116,97.77999878,36.72000122,0,0,53.11563526,0,,6.753502306,0,44.59391471,36.46006755,17.93274033,19.54407078,,68.99824002,24.50768206
35001004502,25.289,89.33000183,36.72000122,0,0,56.39180897,0,,7.174953743,0,42.85816962,53.4854683,17.7032298,20.47757218,,81.60110355,24.44584503
35001004602,22.6193,48.08000183,36.72000122,0,0,54.68058793,0,,6.41869071,64.59393434,39.83469094,54.56523807,16.86842981,18.43219331,,92.12885887,27.58883128
35001004603,43.1979,68.59999847,36.72000122,0,95.69756933,58.00076107,0,,7.076566125,57.2698564,39.87661715,75.52204728,16.99804976,20.06017219,,90.02283214,30.39765971
35001004604,40.3962,86.66000366,36.72000122,0,0,60.92612853,0,,9.992951335,0,55.40728318,46.43723541,20.47400466,26.4139276,,91.18227655,28.78157256
35001004712,11.1009,67.81999969,36.72000122,0,0,62.77291538,0,,11.13835942,0,59.29324389,34.97597869,21.12329354,28.10731104,,71.48480236,26.60181706
35001004713,5.2978,65.59999847,36.72000122,0,0,57.35266137,0,,9.577373785,0,61.85433637,35.36721686,20.8438377,25.8657185,,26.40322504,26.28549684
35001004715,35.0057,98.70999908,36.72000122,0,96.20296818,63.96803501,0,,11.08989985,56.36060299,55.79659799,76.63868144,20.66427246,27.97650193,,90.49255577,32.55363174
35001004716,50.2652,51.06000137,36.72000122,0,0,63.85030681,0,,8.034009809,0,34.6813608,43.45359844,14.81234838,22.00922799,,78.94211102,22.44327641
35001004720,3.652,62.13999939,36.72000122,0,0,51.05122961,0,,5.960527475,56.11034976,48.12290369,31.06597536,16.84107882,17.06107596,,30.4975503,23.25310374
35001004722,28.5556,50.65000153,36.72000122,0,0,59.37544594,0,,8.15001909,72.68783888,49.65141351,25.70636921,18.33349189,22.75246159,,75.79555725,24.54573562
35001004723,11.8537,16.63999939,36.72000122,0,0,59.47295819,0,,8.301271697,43.82887446,52.42093915,41.23103268,18.5415973,23.1008895,,53.8160586,24.37568377
35001004724,3.5081,18.14999962,36.72000122,0,0,48.49331684,0,,4.176334107,72.16469046,32.08672736,34.50506588,12.33767778,11.08072111,,61.90600771,21.0840508
35001004725,8.0174,38.45000076,36.72000122,0,0,53.97540789,0,,5.691797116,81.08681404,37.23406804,42.65685202,15.13580364,16.06217,,34.84160205,22.37073681
35001004726,0.9442,14.30000019,36.72000122,0,0,38.82414498,0,,2.418573233,68.98289936,24.12553905,40.98368454,9.484849926,6.610616943,,58.40983685,19.89844456
35001004727,1.1618,51.84000015,36.72000122,0,0,42.25491129,0,,3.182178625,50.66674611,27.80785817,26.17252533,11.04147838,8.44907958,,0,20.53346335
35001004728,9.1495,43.15999985,36.72000122,0,69.82352661,58.01265281,0,,7.668360304,83.28308407,47.5,32.22779813,18.01955002,21.6822052,,0,24.03201256
35001004729,30.0064,73.73999786,36.72000122,0,94.77120297,63.82771251,0,,10.08987048,88.57653578,50.16890273,52.36288827,19.35380298,26.35922561,,79.68772297,28.5033059
35001004733,6.4988,63.70000076,36.72000122,0,0,55.83051896,0,,9.067814033,0,58.80570196,0,20.53346335,24.87513675,,0,26.033392
35001004734,32.8664,91.57998657,36.72000122,0,0,67.93392951,0,,15.0180622,0,67.93962626,39.5079199,23.29948152,32.64281977,,27.59120963,28.80178852
35001004735,6.1266,71.27999878,36.72000122,0,0,44.29315512,0,,3.93991013,0,31.90584571,36.0498026,13.06426295,10.50278267,,79.90415259,21.44080293
35001004736,0.5244,78.44000244,36.72000122,0,0,36.32688008,0,,2.681429704,0,28.52898898,28.70427627,11.1948818,7.355039718,,64.29267945,20.60957047
35001004737,4.9398,54.68000031,36.72000122,0,0,59.19350235,0,,10.7477459,0,66.91303306,29.33334919,21.73928554,27.74104552,,76.53046663,27.19283642
35001004738,15.4902,86.23999786,36.72000122,0,0,61.4350949,0,,11.60239655,0,64.95927168,42.15739904,22.09128098,28.86481473,,82.81762831,27.55315607
35001004739,8.26,81.62000275,36.72000122,0,0,60.13532797,0,,10.69047549,0,63.7422137,0,21.44318128,27.59002045,,45.38124911,26.90505637
35001004742,9.5372,50.86000061,36.72000122,0,0,58.17794796,0,,8.691885224,89.37019603,55.51149976,44.65466394,19.50958474,24.01893165,,0,25.15102507
35001004743,1.7481,33.02000046,36.72000122,0,0,51.64343814,0,,5.552292285,0,40.41207475,30.18836512,15.69590449,15.76011987,,67.56409647,22.66803025
35001004744,10.5908,14.36999989,36.72000122,0,0,60.78342767,0,,9.064877089,73.64952631,52.24604696,40.16077629,19.18612948,24.5469248,,86.13780146,24.86919089
35001004745,11.2853,26.94000053,36.72000122,0,0,59.94862769,0,,8.63461482,92.01930525,56.00503115,26.3461447,18.87932265,23.75969177,,61.36493364,24.63968035
35001004747,9.0151,64.24001312,36.72000122,0,0,56.49288874,0,,7.759405563,63.93850921,56.50574988,31.01008419,18.6640822,22.07463255,,74.12714646,24.47319602
35001004749,10.8286,91.37000275,36.72000122,0,0,55.71160158,0,,8.160298393,41.7267473,56.04575946,25.59934358,19.39661323,23.00813395,,26.33900966,25.05232365
35001004750,8.279,55.86999893,36.72000122,0,0,60.17694906,0,,9.531851156,0,58.40440824,37.82286068,20.04114541,25.61004614,,38.0892356,25.66712648
35001004752,9.4718,42.88000107,36.72000122,0,0,54.19778338,0,,6.089753003,0,43.48586488,0,16.11925034,17.31080245,,42.6259335,22.85829805
35001004753,9.2066,24.62000084,36.72000122,0,0,54.30005232,0,,5.878293048,0,40.91638716,26.89792132,15.4414213,16.56519051,,29.04437996,22.56219379
35001004754,2.2808,8.399999619,36.72000122,0,0,49.24844218,0,,4.82539869,76.81701722,40.40368951,30.20977025,14.39613756,13.42220425,,52.17856633,22.00803881
35001004755,3.3725,26.55999947,36.72000122,0,0,51.61489797,0,,5.34083233,0,42.35625299,33.80464253,15.1286686,15.08942587,,79.74480331,22.36122342
35001004756,6.4049,29.60000038,36.72000122,0,0,55.93754459,0,,6.450997092,0,44.86823191,25.79793559,16.32735575,18.41316653,,0,22.97008039
35001004757,4.1692,30.45999908,36.72000122,0,0,54.60685915,0,,6.647772328,0,50.40967897,28.01098797,17.28464063,19.06602293,,70.28135851,23.51828949
35001004758,3.7828,14.27000046,36.72000122,0,0,49.80259716,0,,4.835677993,0,40.14853857,30.17171669,14.23440993,13.43766351,,75.5077772,21.94501261
35001004759,7.8664,89.74001312,36.72000122,0,0,57.54055083,0,,8.34973127,0,52.80785817,44.14926509,19.19564287,23.30067069,,80.51895543,24.86443419
35001004760,37.6076,92.94999695,36.72000122,0,0,66.24887028,0,,11.37331493,0,53.02108289,72.0496599,19.73077106,28.16439138,,44.56309756,25.4078866
35001004761,3.9671,17.93000031,36.72000122,0,0,43.12657566,0,,2.820934536,0,22.80186871,46.0388622,9.302906341,7.410930885,,33.17200209,19.80925653
35001004762,9.3552,82.01000214,36.72000122,0,0,56.92574799,0,,8.890128932,0,57.50958313,33.02097703,20.05779384,24.44346668,,32.69157589,25.66355896
35001004763,13.2997,73.11000061,36.72000122,0,0,57.49417305,0,,8.282181562,0,58.66315285,59.02226133,19.12310327,23.17580745,,0,24.81092137
35001004764,9.3005,42.59000015,36.72000122,0,0,49.60757266,0,,5.102939881,0,41.65908002,33.07924654,15.14293869,14.3806783,,26.73738287,22.36835846
35001004800,46.5395,75.23999786,36.72000122,0,0,66.74713409,0,,11.10164763,0,44.46454241,49.02012082,18.94710555,27.6875327,,47.18046901,25.32226609
35001004900,81.3347,71.05000305,36.72000122,0,0,69.20158874,0,,12.27055126,0,42.52994729,0,18.80916139,29.09908196,,0,24.66108548
35001940500,4.5189,7.340000153,36.72000122,0,0,56.46434857,0,,5.293841229,66.22177203,39.46693819,57.34195881,12.16881511,14.51981163,,82.74389954,22.91894592
35001940601,22.9404,23.38999939,36.72000122,0,0,66.116872,0,,13.07527387,62.40243103,70.29228558,30.49992865,21.93787756,30.41311896,,91.14065547,27.42353613
35001940602,16.6508,95.29000092,36.72000122,0,0,55.94586881,0,,6.737349115,63.14484895,44.39626258,55.65927793,14.28673358,18.0611711,,84.25771774,23.42196642
35001940700,29.6473,70.09999847,36.72000122,0,97.88683822,49.84065072,0,,4.75638051,59.06572127,32.63416387,84.26960948,13.95257575,13.63030966,,88.6196071,38.9002521
