ZIP,ADI National Rank,ADI State Rank,Socioeconomic Status,Household Characteristics,Racial & Ethnic Minority Status,Housing Type & Transportation,Social Vulnerability Index,National Risk Index (FEMA),Social Vulnerability Score,Community Resilience Score,Longitude,Latitude,Miles to UMC
73001,91.5,8.5,0.44,0.57,0.47,0.32,0.43,47.385,49.90000153,15.47000027,-98.41651519,35.22620612,227.6227729
73002,66,3.666666667,0.26,0.38,0.32,0.5,0.33,85.4695,50.34000015,54,-97.73240841,34.96401213,255.197716
73003,61.6119205,3.785640955,0.427575916,0.233197457,0.391848168,0.471009349,0.365725131,59.76889223,49.35559577,34.88000107,-97.49692301,35.66952738,287.8068581
73005,87.35805099,7.467768538,0.515993021,0.385818544,0.543723829,0.463319043,0.477088734,68.00467998,60.48735403,15.47000027,-98.23762806,35.05437812,231.2493094
73006,86.87890001,7.460558406,0.489282225,0.351826323,0.595597015,0.497,0.476037992,70.75992024,59.3531015,15.47000027,-98.40584372,34.90587752,218.323287
73007,53.98812858,3.195811658,0.461832733,0.182240896,0.439455782,0.591340536,0.444209684,71.4028441,50.72891359,40.21978507,-97.32009424,35.69001081,297.2199584
73008,74.89242563,5.635554119,0.559559537,0.757236079,0.720862941,0.627277817,0.669863585,56.81937275,69.31870248,34.88000107,-97.64538198,35.51385854,275.3503356
73009,88.19448421,7.585976942,0.585989144,0.576743064,0.585702051,0.553738239,0.586161641,72.26894362,67.32201346,15.47000027,-98.37019019,35.28539068,231.9041644
73010,55.5,2.5,0.29,0.37,0.12,0.64,0.36,87.1534,55.18999863,37.59000015,-97.67196851,35.09984277,261.837507
73011,62.5,3,0.28,0.51,0.06,0.3,0.26,57.5834,47.99000168,24.98999977,-97.74497276,34.84375003,251.6931623
73012,58.5,3,0.32,0.16,0.14,0.03,0.08,58.7583,17.26000023,34.88000107,-97.59314831,35.66814861,283.0350174
73013,38.4983143,1.951047028,0.194531621,0.292935581,0.33252599,0.262095056,0.195297441,67.91965146,31.97601389,34.88000107,-97.49610586,35.62150952,286.2618685
73014,65.923573,3.501577936,0.423164013,0.682423553,0.15062421,0.780275461,0.570391711,81.95503192,71.78660864,57.33000183,-98.14094333,35.58148496,253.4767154
73015,91.44051505,8.242473703,0.601786206,0.622971402,0.513951675,0.666340419,0.63259061,66.64891041,73.64074397,16.77808714,-98.59017128,35.07629822,214.0507634
73016,45.89677945,1.68436765,0.143773297,0.222740605,0.12868011,0.176886648,0.10868011,78.77528014,22.3009775,50.74214857,-97.6883179,35.79777364,282.9725934
73017,81.07011562,6.095019271,0.462580485,0.399524517,0.239049034,0.631545319,0.47329371,79.0162317,65.70895258,30.30431421,-98.0954445,34.92647558,235.0908911
73018,88.08882165,7.82205029,0.656861591,0.431281481,0.407246179,0.827229676,0.67629906,81.22271789,72.96058245,37.59000015,-97.93839586,35.04839835,246.5523577
73019,16.24590412,1.492866865,0.650857778,0.022734603,0.323592381,0.382886139,0.285701376,71.49793235,39.22924634,51.06000137,-97.4421138,35.20680791,276.6796581
73020,54.92489464,2.699224331,0.187174492,0.389177056,0.208539865,0.323607229,0.217606576,63.06990027,38.50195345,39.63346587,-97.26188483,35.45586244,292.9350202
73021,82.5,6.785816414,0.405730626,0.508681727,0.347220475,0.399942808,0.400028596,51.55368464,53.39736328,17.91597684,-98.67003507,35.33800557,219.2800258
73022,61.5,2.75,0.42,0.79,0.1,0.91,0.64,88.7837,82.25,57.33000183,-97.99224776,35.61693885,261.8833876
73023,95.5,9.5,0.88,0.48,0.75,0.96,0.9,84.5705,75.34999847,37.59000015,NA,NA,NA
73024,91.48124863,8.452445354,0.578207156,0.61529749,0.700154181,0.855635501,0.73529749,77.30530125,78.79593297,27.43057888,-98.81505604,35.36605776,213.5286079
73026,44.10477997,1.63677417,0.209621179,0.207122271,0.305076055,0.172678675,0.125336972,63.04422472,22.01864239,51.06000137,-97.27909811,35.23433038,285.9210102
73027,50,3.333333333,0.73,0.24,0.72,0.81,0.7,85.6443,71.91000366,43.97000122,-97.24456934,35.97099579,310.4537671
73028,76.51761948,5.585468669,0.403156714,0.687614571,0.215879714,0.691951715,0.533590428,88.8590702,63.97400414,40.15457403,-97.62419608,35.97708146,292.6482606
73029,90.97313156,8.187461396,0.580222905,0.377340507,0.580876249,0.589984627,0.558216756,70.15752498,71.55433388,15.47000027,-98.21016818,34.89999152,228.3751542
73030,80.92526623,6.181910282,0.437402878,0.492081873,0.44053389,0.549200656,0.479641339,77.10408371,65.1521499,23.90842802,-97.18588962,34.47140947,275.6280073
73033,82.5,7,0.44,0.74,0.51,0.28,0.46,50.6826,53.86000061,15.47000027,-98.55508734,35.30697444,223.6498578
73034,34.90650045,1.57696021,0.263593756,0.264574815,0.278856744,0.412082065,0.251575423,65.24004352,38.66737915,34.88000107,-97.42666423,35.69876029,292.240197
73036,65.88659905,4.409821516,0.53594465,0.505764542,0.3284808,0.474825566,0.504004832,70.46474824,53.23269136,57.33000183,-97.95772401,35.5075091,259.7144082
73038,89.04436121,7.827324867,0.582234632,0.504714787,0.628978217,0.616260845,0.598803766,74.17601759,70.26144012,15.47000027,-98.44308744,35.12136488,222.870031
73040,80.30556044,5.949234559,0.412604378,0.628305123,0.225208756,0.582629203,0.489582487,66.00314608,53.89856205,41.71743064,-98.3785983,35.64443786,244.6889768
73041,89.23255524,8.08151292,0.393154191,0.599817658,0.207712732,0.588595649,0.453528471,71.21891715,61.67545911,22.29778289,-98.88065751,35.03585959,198.2801051
73042,82.75,6.5,0.45,0.31,0.52,0.33,0.37,74.5648,47.90000153,15.47000027,-98.25154067,35.23015963,235.9555735
73043,58,3,0.11,0.08,0.07,0.11,0.05,49.0843,17.04999924,21.43000031,-98.39389936,35.73607508,247.6464664
73044,66.61660515,4.889083368,0.597713423,0.319439191,0.379427371,0.79880746,0.596464408,79.38829861,63.0940846,43.97000122,-97.43475933,35.86662958,297.6064432
73045,61.33996362,3.405575702,0.325166061,0.556186385,0.126032716,0.400152016,0.343229511,64.30847046,48.96054471,32.86914333,-97.14141153,35.51198556,300.7245781
73047,80.10378397,6.144798104,0.360811193,0.569161585,0.237655706,0.566947953,0.444285714,62.76140408,54.8711721,34.76669492,-98.31550771,35.45658705,240.5738209
73048,89.2617847,7.843729445,0.586334235,0.813477673,0.513010825,0.6634682,0.678787551,68.69073268,74.03572843,17.02411665,-98.55372826,35.48920071,230.5003984
73049,49.95759647,3.016091713,0.236770842,0.386377416,0.335415567,0.383833773,0.292991569,57.927792,39.50986722,34.88000107,-97.29694059,35.58618185,295.0777681
73050,50,3.333333333,0.73,0.24,0.72,0.81,0.7,85.6443,71.91000366,43.97000122,-97.25601416,35.93831544,308.7507781
73051,61.50478449,4.118080098,0.543032033,0.447461885,0.342230343,0.580533318,0.520598984,66.38817846,59.67858905,49.0937817,-97.24627549,35.03172888,282.6773036
73052,75.65513642,5.456202475,0.358711635,0.424513946,0.238209826,0.547877232,0.400678025,77.51116718,53.20234261,36.7984816,-97.59525222,34.83353105,259.5213278
73053,82.5,7,0.44,0.74,0.51,0.28,0.46,50.6826,53.86000061,15.47000027,-98.41843662,35.36247399,232.235487
73054,67.78177874,4.53575705,0.507354971,0.469557904,0.336432499,0.523703903,0.492156567,68.49584132,56.8204294,34.4138331,-97.1948409,35.67505749,302.9785382
73055,78.90411765,6.037797538,0.390265356,0.535400181,0.1841469,0.381487615,0.363200019,75.35046099,57.24756173,23.48506908,-97.9162095,34.64305663,238.1577112
73056,81.01723694,6.203447389,0.315611359,0.575611359,0.016834077,0.521070171,0.364672612,81.23762441,53.03485603,40.53369439,-97.62104348,36.1704241,300.322389
73057,68.79321315,4.075503712,0.291124122,0.459661723,0.186648452,0.356133229,0.288881082,69.1890414,46.41598285,38.15508965,-97.43175707,34.82994089,268.2817882
73058,50,3.333333333,0.73,0.24,0.72,0.81,0.7,85.6443,71.91000366,43.97000122,-97.22574206,35.81750149,306.0815503
73059,80.51119221,6.138825165,0.369654402,0.364157752,0.294552721,0.516006818,0.381479958,69.72606303,51.27777133,34.95229997,-98.05426014,35.32513194,248.8739333
73061,76.09860324,5.183100539,0.339654647,0.57585915,0.397584222,0.539652954,0.448618588,67.17628649,52.11361602,40.35466164,-97.01764222,36.34902809,335.0839501
73062,84.53438186,6.952084857,0.332874909,0.380833943,0.166166789,0.329436723,0.252187271,52.91555984,40.2708116,21.84456474,-98.73479158,35.02917139,205.2906222
73063,84,6.8,0.32,0.58,0.03,0.78,0.47,85.1246,60.31999969,43.97000122,-97.41835916,36.06196025,305.5038077
73064,51.62591567,2.152429594,0.20622937,0.32979269,0.29337493,0.33278963,0.229845826,70.77161141,31.79630304,57.33000183,-97.75275538,35.37377125,265.5410678
73065,98.5,10,0.9,0.98,0.97,0.68,0.95,68.299,96,34.88000107,-97.61208009,35.25008622,269.0530717
73067,79,5.75,0.4,0.36,0.16,0.76,0.47,88.1737,66.73000336,37.59000015,-97.90612539,34.90313782,244.4936794
73068,49.56811994,2.628911349,0.396983453,0.2395528,0.293235081,0.456964156,0.314049882,63.07447948,40.09264315,51.06000137,-97.28268783,35.13841675,283.2908776
73069,47.75021273,2.616456409,0.43676895,0.258386406,0.432024892,0.487830109,0.374169856,63.45110872,43.25436423,51.06000137,-97.463321,35.25026768,276.7508681
73070,95,9,0.96,0,0.04,0.24,0.3,24.8621,17.37999916,51.06000137,-97.4271805,35.22764138,278.0152069
73071,47.30291928,2.226592581,0.326963243,0.373581233,0.428354019,0.32492818,0.29432573,65.54753967,39.7967819,51.06000137,-97.4131101,35.23728735,279.007045
73072,45.19549075,2.256402926,0.396009917,0.199206033,0.318052638,0.438081685,0.293612464,61.81531766,35.98213402,51.06000137,-97.50514631,35.21104419,273.5104101
73073,78.61203855,5.897125893,0.298260398,0.576618445,0.029034358,0.541477396,0.368189873,78.25514754,53.76806346,43.4058808,-97.39610464,36.16298805,310.3791084
73074,72.98830698,4.847885042,0.285043566,0.594288728,0.288340824,0.31526002,0.312895533,70.85804314,44.53038419,37.06175718,-97.27917382,34.832695,276.615427
73075,82.86055718,6.655103206,0.468300642,0.650221605,0.374985246,0.408565643,0.468004976,77.29463688,61.0450337,24.98999977,-97.23433039,34.75185597,277.4978682
73077,79.05025805,6.162140575,0.276258546,0.572923733,0.184624878,0.527570807,0.372690225,61.60838152,51.90422418,53.04999924,-97.26978124,36.30423719,321.693165
73078,43.5,1.5,0.15,0.12,0.11,0.18,0.09,78.3891,21.55999947,57.33000183,-97.75302302,35.66867704,275.2628812
73079,81.16299746,6.305673158,0.344482759,0.328350825,0.308965517,0.522683658,0.365412294,70.77916252,52.15280359,25.61800621,-98.01396425,35.20942951,247.2857618
73080,69.64575245,4.055546928,0.513227362,0.50970182,0.381762771,0.561762771,0.527640868,90.10615477,71.89520593,54,-97.45201336,35.00720706,271.1335242
73083,49,2.433325315,0.39747482,0.249814748,0.475420863,0.467660072,0.338597122,72.64062912,40.33816186,34.88000107,NA,NA,NA
73084,79.11450242,6.006905914,0.477794118,0.693428139,0.675561462,0.587679652,0.591307233,65.09936604,64.94534391,34.88000107,-97.34645643,35.52567276,290.7196643
73086,65.5,3.5,0.22,0.39,0.36,0.21,0.21,54.702,42.34000015,16.22999954,-96.97253204,34.48908234,287.7961314
73089,58.70296864,2.983901737,0.269025133,0.364007181,0.102021543,0.672960505,0.36,80.90879264,55.78328758,37.59000015,-97.79637814,35.26607879,260.0632432
73092,84.01693694,6.882408627,0.505121008,0.34376029,0.310758149,0.644995884,0.497730491,80.13839865,65.41830486,31.6739745,-98.08735382,35.1237958,240.988277
73095,71.23201028,4.399716078,0.426448076,0.601010545,0.370866681,0.448246386,0.455276206,82.18044193,61.42955558,45.5962371,-97.28418848,34.90677128,277.875359
73096,76.30025595,6.931226005,0.568840603,0.282796335,0.233020107,0.820468623,0.54961894,81.95883892,71.57596089,27.63319169,-98.72949272,35.51300798,223.3155685
73097,58,2.5,0.26,0.75,0.8,0.64,0.55,77.5983,57.31000137,34.88000107,-97.64501081,35.39893063,271.7564909
73098,80.70449489,6.291975443,0.447850598,0.672850348,0.373027087,0.443639914,0.480644871,74.16689402,61.64019369,23.90799303,-97.16541089,34.62752478,279.1205488
73099,60.19651598,3.244023508,0.266142481,0.392790597,0.315265504,0.372165386,0.285816698,70.06392078,42.59284672,53.63407258,-97.76343448,35.52581344,269.884065
73101,9.666666667,0.5,0.73,0.02,0.8,0.73,0.54,52.2737,57.38000107,34.88000107,NA,NA,NA
73102,17.55515974,1.050359982,0.673795893,0.052785729,0.675882597,0.722974487,0.516581622,48.0978051,56.68447496,34.88000107,-97.51909018,35.47065169,280.3185477
73103,57.15560886,4.504955495,0.530576572,0.244237097,0.44249332,0.587306989,0.472044719,32.53275393,48.71202033,34.88000107,-97.51898786,35.48903538,280.8929539
73104,48.58708624,2.625591083,0.305146029,0.594806149,0.62199146,0.851019641,0.579272417,52.74387517,68.83425225,45.48335908,-97.50380041,35.47512304,281.2274318
73105,52.67008974,3.927467851,0.452298762,0.656351909,0.939496904,0.477420021,0.557371001,58.1295563,59.77087671,34.88000107,-97.50329795,35.51925357,282.6253626
73106,46.14403359,3.298868761,0.641530786,0.162015511,0.636120306,0.663729311,0.542051452,47.30029907,63.93520189,34.88000107,-97.5366563,35.48226461,279.7934966
73107,66.0461739,5.371993113,0.73386291,0.474645218,0.780997126,0.545070836,0.665069228,57.25139599,71.72659291,34.88000107,-97.57448479,35.48193926,277.882044
73108,77.42365532,7.627214619,0.93125455,0.774249756,0.965146053,0.40633579,0.840407085,66.84383302,83.23880055,34.88000107,-97.56768089,35.45029948,277.2403993
73109,93.75327517,9.038231268,0.908491736,0.817758638,0.951249627,0.57887907,0.880987504,55.55197727,86.77854363,34.88000107,-97.52451795,35.43279626,278.8859829
73110,76.72813498,6.116173514,0.580446725,0.59151806,0.592953416,0.528486971,0.589671597,61.01614989,63.12883746,36.91947228,-97.39450957,35.4480573,285.9431375
73111,61.09476746,4.584163385,0.506868811,0.5967177,0.873915378,0.42028234,0.543534418,51.93200882,56.98010696,38.00121559,-97.4771994,35.51892198,283.9250912
73112,68.82456651,4.803614144,0.62416343,0.576389009,0.70081982,0.508588692,0.62083544,55.43306566,63.47349503,34.88000107,-97.5744936,35.51819861,279.026879
73113,88.6,8,0.84,0.81,0.97,0.5,0.82,69.2456,87.51000214,34.88000107,NA,NA,NA
73114,55.13775179,4.201432743,0.503326487,0.434498093,0.772168485,0.41421026,0.478435458,63.72471389,56.13545079,34.88000107,-97.5178328,35.57918228,283.807653
73115,75.13256194,5.83971001,0.544422988,0.613775477,0.728324469,0.373701588,0.540805997,58.80080633,59.07705742,37.75618888,-97.44153451,35.4423108,283.3815021
73116,55.94773087,3.81448566,0.351467015,0.403609406,0.53205356,0.308568517,0.334150751,48.42556195,36.74219086,34.88000107,-97.56507466,35.54682916,280.4129577
73117,81.81742046,7.102425999,0.676995685,0.556736334,0.870769166,0.691403791,0.718037739,65.88765681,77.37190533,34.88000107,-97.45968756,35.47474872,283.4432438
73118,52.26907069,3.410056364,0.453330649,0.202246231,0.504245963,0.429137923,0.382739677,47.62451538,42.90786287,34.88000107,-97.53004505,35.51782763,281.2395359
73119,85.031872,8.106633257,0.915972977,0.843542044,0.936177873,0.502777142,0.86343141,62.17161974,84.70007478,34.88000107,-97.56896153,35.42149473,276.292363
73120,54.97833716,3.348561953,0.325419854,0.266303066,0.548632701,0.354691971,0.308529635,50.94936839,39.09854588,34.88000107,-97.57246997,35.58047156,281.1354468
73121,45.81627046,3.471255176,0.483104582,0.525054111,0.737098715,0.576397289,0.570850612,63.0962061,61.97426795,34.88000107,-97.44234493,35.52179866,285.7667551
73122,80.15849754,6.214598744,0.722121776,0.865118692,0.801846214,0.588790563,0.773072782,57.72835022,75.5503114,34.88000107,-97.6138802,35.52010978,277.1215683
73125,18.8,1.8,0.94,0.51,0.94,0.62,0.84,91.6413,84.16999817,34.88000107,NA,NA,NA
73127,65.70696993,4.93002764,0.712259454,0.649599795,0.801191642,0.722475324,0.761396744,64.14161604,78.28897897,37.89885132,-97.64836555,35.47783207,274.0489231
73128,25.18083583,1.190469991,0.160433878,0.330433878,0.706956909,0.098912333,0.15326003,56.12828909,23.93376851,57.33000183,-97.6459892,35.44897884,273.2579058
73129,87.0419229,8.24294012,0.826673109,0.775958904,0.814542147,0.651745581,0.802389871,60.81236838,81.6209274,38.18994372,-97.48432102,35.4316458,280.8890408
73130,76.28541917,6.047361725,0.44870107,0.50907411,0.638562665,0.479724725,0.493072883,57.86467365,57.06717162,34.88000107,-97.34583164,35.45876913,288.7383016
73131,32.83269803,1.649527852,0.085410562,0.245913087,0.405860715,0.281573664,0.147337739,62.08240055,21.55861385,34.88000107,-97.46465068,35.57652636,286.3725522
73132,67.40479766,4.3032534,0.437424333,0.615597204,0.646222507,0.309170161,0.442055342,54.85542247,47.59269787,34.88000107,-97.64067682,35.54987297,276.7530123
73134,78,5.5,0.86,0.2,0.92,0.77,0.77,58.9557,80.40000153,34.88000107,-97.56939941,35.61510013,282.4255687
73135,62.77840186,4.463603907,0.528954333,0.573980798,0.741473337,0.434471817,0.535771721,66.52331167,54.972676,39.37940596,-97.42697032,35.39642106,282.7640256
73137,53.28571429,5.142857143,0.97,0.87,0.9,1,1,88.1225,99.62000275,34.88000107,NA,NA,NA
73139,75.30951335,5.381827799,0.674589276,0.715913925,0.737456784,0.540128343,0.675028994,62.18039124,70.03998546,44.26730935,-97.52571655,35.38457023,277.3772738
73140,90.75,8.25,0.69,0.28,0.76,0.54,0.61,79.9374,82.88999939,34.88000107,NA,NA,NA
73141,64.23104889,5.318926755,0.486874609,0.533734633,0.751714798,0.576725007,0.573322499,64.51515125,57.98869076,34.88000107,-97.3987833,35.51703881,287.8139307
73142,50.90274998,2.37200619,0.231043833,0.291999372,0.637194208,0.264845976,0.237451242,57.02200119,27.44816822,34.88000107,-97.63899824,35.60935914,278.8032153
73143,98.66666667,10,0.99,0.98,0.92,1,1,74.1141,98.43998718,34.88000107,NA,NA,NA
73144,70.75,7,0.99,0.89,0.94,0.97,0.99,64.8706,99.19000244,34.88000107,NA,NA,NA
73146,9.666666667,0.5,0.73,0.02,0.8,0.73,0.54,52.2737,57.38000107,34.88000107,NA,NA,NA
73147,18.8,1.8,0.94,0.51,0.94,0.62,0.84,91.6413,84.16999817,34.88000107,NA,NA,NA
73149,64.25504607,4.871677052,0.734514339,0.724404756,0.806851481,0.609378876,0.755285614,68.74320052,69.61339983,40.86082935,-97.48908681,35.38920406,279.3812886
73150,37.51535797,1.197004106,0.134600605,0.176275035,0.24,0.144600605,0.088479273,57.68652172,13.99713455,46.07675722,-97.33209787,35.40056465,287.7402417
73151,11.4,0.8,0.01,0.11,0.17,0.11,0.02,58.5644,2.539999962,34.88000107,-97.41051017,35.56783302,288.8043912
73153,54,3.5,0.58,0.36,0.45,0.79,0.61,63.245,61.79000092,51.06000137,NA,NA,NA
73155,92,9,0.78,0.41,0.71,0.34,0.61,68.1623,68.55000305,34.88000107,NA,NA,NA
73156,44.5,2,0.14,0.39,0.3,0.47,0.25,60.9701,43.95999908,34.88000107,NA,NA,NA
73157,90,8,0.96,0.84,0.86,0.57,0.91,65.571,81.69999695,34.88000107,NA,NA,NA
73159,73.59253616,5.908665686,0.539336423,0.697322116,0.702605139,0.419486348,0.569430126,63.28315135,60.85648214,42.41556111,-97.57938025,35.38563128,274.6791719
73160,66.04457445,4.362850481,0.454683157,0.523294003,0.588845952,0.398896686,0.450075615,60.1463969,52.95317642,46.95893977,-97.47651555,35.33572594,278.4673153
73162,57.36006012,3.154836205,0.271363562,0.378225896,0.547535112,0.255161892,0.274967425,57.06832565,27.43713237,34.88000107,-97.6415056,35.58095318,277.7342378
73165,44.53269465,1.660761694,0.142411097,0.353463521,0.338622979,0.152788991,0.139802097,58.95654983,20.22164636,51.06000137,-97.36139209,35.34182202,284.5632394
73169,45.48526304,1.852686019,0.182322322,0.598960071,0.640329218,0.372443555,0.342859526,72.51269929,37.58418624,41.86236134,-97.64536764,35.38152936,271.2075595
73170,55.97305631,2.879520176,0.28406774,0.453775359,0.531377673,0.369588399,0.323116327,63.60626198,37.22065574,51.06000137,-97.55068508,35.32742409,274.4240823
73172,68.75,4.25,0.6,0.94,0.63,0.82,0.81,70.8997,73.37999725,34.88000107,NA,NA,NA
73173,34.53877734,1.17175487,0.056906994,0.40517664,0.35594088,0.093891492,0.090073901,56.36608778,11.49064741,52.53709052,-97.62462245,35.34035893,271.0255794
73179,58,2.5,0.26,0.75,0.8,0.64,0.55,77.5983,57.31000137,34.88000107,-97.64521008,35.42310694,272.4910816
73189,72.66666667,5,0.28,0.78,0.42,0.24,0.36,62.9465,61.54999924,51.06000137,NA,NA,NA
73195,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
73301,48.08608314,3.995414216,0.880563307,0.528890612,0.637447028,0.898802756,0.808485788,66.04400835,86.82750794,45.61999893,NA,NA,NA
73401,77.83460758,5.963581487,0.603192747,0.608284309,0.467995595,0.69511449,0.646955079,81.29180373,74.57587727,18.24764256,-97.11431858,34.21042711,276.6492713
73402,59.5,4.25,0.84,0.53,0.57,0.65,0.75,70.2005,84.83999634,27.35000038,NA,NA,NA
73403,59.5,4.25,0.84,0.53,0.57,0.65,0.75,70.2005,84.83999634,27.35000038,NA,NA,NA
73425,74.66666667,4.666666667,0.6,0.15,0.36,0.26,0.33,59.8321,43.79000092,22.78000069,-97.56242533,34.45835839,254.4370876
73430,76,5.5,0.52,0.77,0.08,0.54,0.54,66.0871,47.45000076,19.95000076,-97.36117942,33.90999162,260.5059011
73432,83.61586242,6.874101887,0.511695175,0.511501877,0.30263941,0.485665415,0.483583646,73.1456685,60.23555376,6.271748006,-96.42311969,34.25604541,316.2582098
73433,81.00098026,6.17810308,0.439437987,0.518075551,0.352549201,0.517798177,0.461213842,74.8092979,62.77044153,25.45928796,-97.40868438,34.62348361,265.6188899
73434,78.16010922,5.796615779,0.422760124,0.561844671,0.078149593,0.208298727,0.303158197,69.2534407,50.24643032,24.10721707,-97.58284592,34.62082046,255.9843662
73435,90,8,0.38,0.97,0.14,0.19,0.44,45.9639,35.24000168,27.35000038,-97.49273912,34.36009408,256.9575998
73436,83.66666667,6.666666667,0.35,0.24,0.61,0.74,0.47,80.004,66.55999756,27.35000038,-97.03856174,34.28405942,281.6551263
73437,85.20109072,7.119734647,0.363878708,0.549633487,0.29287673,0.623157548,0.472970336,71.81418004,52.828835,27.35000038,-97.41556422,34.36190309,261.3107762
73438,85.14807904,6.978542956,0.35942369,0.469309795,0.462362187,0.567232346,0.46057631,69.31122144,56.72166628,27.35000038,-97.4980647,34.27963674,255.6718123
73439,74,4.666666667,0.74,0.68,0.39,0.81,0.76,82.2016,66,4.449999809,-96.74709182,33.93644284,295.7986893
73440,74,4.666666667,0.74,0.68,0.39,0.81,0.76,82.2016,66,4.449999809,-96.89635554,33.95165147,287.3131292
73441,76,5.5,0.52,0.77,0.08,0.54,0.54,66.0871,47.45000076,19.95000076,-97.44014734,33.86732299,255.8035297
73442,88.65558009,7.97048548,0.568146325,0.585250028,0.208768319,0.374681732,0.47247455,76.95259692,62.15560969,19.02559405,-97.69566068,34.31983278,245.0511787
73443,84.59432449,7.008435337,0.360296487,0.456226233,0.3268466,0.719407025,0.480296487,77.5582239,56.73714972,27.35000038,-97.29079692,34.16255777,266.2052877
73444,81.41562932,6.320353229,0.334415895,0.541292691,0.360654325,0.428317906,0.376495372,75.74039674,55.56801111,26.12405049,-97.38259233,34.48750823,264.8854683
73446,75.81910245,5.469156673,0.609173887,0.627709164,0.454356576,0.68886994,0.651510567,84.94375829,76.29893813,13.51807195,-96.77804139,34.0891207,294.8257596
73447,78.8911214,5.625710078,0.698497724,0.615860119,0.401318803,0.700584908,0.692087184,75.14809952,65.15108981,6.747716792,-96.84619203,34.2246019,291.9826563
73448,71.73590135,4.666191747,0.60862792,0.656469062,0.398682557,0.777767382,0.688089059,82.83841243,71.80684962,15.1714866,-97.10591958,33.94806604,275.2984406
73449,81.01143947,6.032382933,0.608685328,0.69971488,0.366399168,0.677486784,0.658400208,88.05047197,78.19041156,17.35000038,-96.54116459,33.99469832,307.8388455
73450,90,8.333333333,0.55,0.61,0.33,0.42,0.5,74.8597,61.61999893,10.53999996,-96.53800703,34.26693961,309.8333956
73453,67.18422728,4.054243352,0.432228081,0.527326303,0.229315418,0.621724636,0.488254103,85.16021345,69.24800243,22.88130429,-97.27048333,34.03473556,266.378439
73455,91,8,0.63,0.51,0.42,0.52,0.58,63.5066,63.75,10.53999996,-96.76000015,34.22644647,296.8890263
73456,87.05657733,7.587686312,0.498818173,0.794902432,0.11678575,0.663360352,0.591591114,72.62035964,58.57685057,14.29227794,-97.62403108,34.12202389,246.9257061
73458,83.66666667,6.666666667,0.35,0.24,0.61,0.74,0.47,80.004,66.55999756,27.35000038,-97.29779184,34.35818782,267.8782856
73459,61,3,0.47,0.37,0.3,0.74,0.52,91.6294,74.97000122,19.95000076,-97.14212505,33.77545639,272.6622588
73460,90.35897099,8.213676335,0.586521449,0.564348189,0.37108663,0.465651811,0.536521449,69.67680424,62.59238299,10.53999996,-96.666879,34.28784193,302.7199309
73461,83.61586242,6.874101887,0.511695175,0.511501877,0.30263941,0.485665415,0.483583646,73.1456685,60.23555376,6.271748006,-96.43415101,34.35726792,316.5531378
73463,83.09971596,6.746108692,0.403425076,0.540962127,0.260184662,0.670957422,0.496419666,74.4603998,54.22911702,25.35160011,-97.4291234,34.11570885,257.9443544
73481,81.59104662,6.193971313,0.435211421,0.368718989,0.430115463,0.470446247,0.419441411,66.32505414,52.64785877,25.91033282,-97.51952608,34.42227676,256.3028374
73487,83.66666667,6.666666667,0.35,0.24,0.61,0.74,0.47,80.004,66.55999756,27.35000038,-97.44276167,34.4732434,261.322993
73488,81.68250419,6.440469536,0.337854985,0.864637462,0.132975831,0.154879154,0.334637462,64.10908505,42.37655747,25.69229602,-97.54726062,34.49501685,255.8410012
73491,74.66666667,4.666666667,0.6,0.15,0.36,0.26,0.33,59.8321,43.79000092,22.78000069,-97.65845095,34.46368668,249.1762275
73501,68.72805855,4.968000055,0.444141313,0.588960044,0.56646285,0.563726985,0.528592584,74.70710531,66.55470914,27.6927156,-98.28641075,34.56213905,216.3644969
73502,65.33333333,6.666666667,0.96,0.87,0.9,0.97,0.98,88.3235,97.93998718,28.90999985,NA,NA,NA
73503,70.71167132,6.63101066,0.543575993,0.614106696,0.776888951,0.466655552,0.592540521,61.41444592,73.45888319,28.90999985,-98.49647271,34.67351585,207.5156303
73505,77.70362125,6.355476115,0.610381499,0.574592912,0.742951337,0.53519704,0.622011131,72.32500302,67.41350819,28.90999985,-98.48340983,34.57179239,205.8841265
73507,78.99821832,6.302258442,0.589674962,0.567148441,0.705096913,0.435935631,0.582411661,65.16578871,68.43382295,28.90999985,-98.50175717,34.74810373,209.083914
73520,93,8.666666667,0.63,0.86,0.1,0.74,0.69,74.7194,66.72000122,2.140000105,-97.97854149,34.26147328,228.4155244
73521,78.24762827,6.33358931,0.45995969,0.493203805,0.528802806,0.515908175,0.474306675,75.43542534,63.91900336,25.10000038,-99.31535743,34.63542825,163.5524808
73522,97.5,9.5,0.94,0.76,0.88,0.97,0.96,75.459,91.98000336,25.10000038,NA,NA,NA
73523,67,4,0.06,0.12,0.37,0.71,0.2,76.8492,34.52000046,25.10000038,-99.2853112,34.65516944,165.6855702
73526,81.17765735,6.755077876,0.413931126,0.530703311,0.222501987,0.540288742,0.451153642,73.32826274,60.51777574,17.6788268,-99.26705146,34.79245918,170.945171
73527,63.80978133,3.681166236,0.225776658,0.305776658,0.51861461,0.293073048,0.251553317,86.09093392,44.38785702,28.90999985,-98.62704214,34.57241589,198.1547441
